# Annotated with Bakta
# Software: v1.10.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	10897	11802	+	DBOGNM_00012	era	GTPase Era	COG:COG1159, COG:J, EC:3.6.5.-, GO:0003924, GO:0005525, GO:0005737, GO:0005886, GO:0019843, GO:0042254, GO:0042274, GO:0043022, GO:0070181, RefSeq:WP_000020737.1, SO:0001217, UniParc:UPI00000DEEAE, UniRef:UniRef100_A7ZQ10, UniRef:UniRef50_Q9KPB3, UniRef:UniRef90_P58070
contig_1	cds	11814	12542	+	DBOGNM_00013	recO	DNA repair protein RecO	COG:COG1381, COG:L, GO:0003677, GO:0006281, GO:0006310, RefSeq:WP_000399393.1, SO:0001217, UniParc:UPI00005AA960, UniRef:UniRef100_A7ZQ09, UniRef:UniRef50_Q83QI6, UniRef:UniRef90_Q83QI6
contig_1	cds	12554	13285	+	DBOGNM_00014	pdxJ	pyridoxine 5'-phosphate synthase	COG:COG0854, COG:H, EC:2.6.99.2, GO:0005737, GO:0008615, GO:0033856, RefSeq:WP_001297412.1, SO:0001217, UniParc:UPI00001654C6, UniRef:UniRef100_P0A795, UniRef:UniRef50_Q8FF18, UniRef:UniRef90_Q8FF18
contig_1	cds	13285	13665	+	DBOGNM_00015		Holo-[acyl-carrier-protein] synthase	RefSeq:WP_000986029.1, SO:0001217, UniParc:UPI000000E4B8, UniRef:UniRef100_A7ZQ07, UniRef:UniRef90_B7N6F1
contig_1	ncRNA	13686	13762	-	DBOGNM_00016	ohsC_RNA	Oppression of Hydrophobic ORF by sRNA	RFAM:RF02495, SO:0000655
contig_1	sorf	14085	14165	+	DBOGNM_00017	shoB	Small toxic protein ShoB	GO:0012501, GO:0016020, RefSeq:WP_000128776.1, SO:0001217, UniParc:UPI00016C6C10, UniRef:UniRef100_C1P611, UniRef:UniRef50_C1P611, UniRef:UniRef90_C1P611
contig_1	cds	14359	14619	-	DBOGNM_00018	yfhL	4Fe-4S dicluster ferredoxin YfhL	BlastRules:WP_001196283, COG:C, COG:COG1143, GO:0002097, GO:0005737, GO:0046872, GO:0051539, RefSeq:WP_001196283.1, SO:0001217, UniParc:UPI0000047C6D, UniRef:UniRef100_P52102, UniRef:UniRef50_P52102, UniRef:UniRef90_P52102
contig_1	cds	14675	15523	-	DBOGNM_00019	yfhH	MurR/RpiR family transcriptional regulator	COG:COG1737, COG:K, GO:0003677, GO:0003700, GO:0006355, GO:0097367, GO:1901135, RefSeq:WP_001013779.1, SO:0001217, UniParc:UPI000013AE96, UniRef:UniRef100_P37767, UniRef:UniRef50_P37767, UniRef:UniRef90_P37767
contig_1	cds	15732	16367	+	DBOGNM_00020	yfhb	phosphatidylglycerophosphatase C	COG:COG0560, COG:E, EC:3.1.3.27, GO:0005886, GO:0006655, GO:0008962, GO:0009395, GO:0016787, GO:0046872, RefSeq:WP_000190655.1, SO:0001217, UniParc:UPI000013AE8E, UniRef:UniRef100_P0AD42, UniRef:UniRef50_P0AD42, UniRef:UniRef90_P0AD42
contig_1	cds	16425	16928	+	DBOGNM_00021	cas9	type II CRISPR RNA-guided endonuclease Cas9	EC:3.5.4.33, GO:0002100, GO:0004520, GO:0005575, GO:0008270, GO:0043571, GO:0052717, RefSeq:WP_001297409.1, SO:0001217, UniParc:UPI0001505B94, UniRef:UniRef100_P68398, UniRef:UniRef50_P68398, UniRef:UniRef90_P68398
contig_1	cds	16925	18481	-	DBOGNM_00022	mltF	membrane-bound lytic murein transglycosylase MltF	COG:COG4623, COG:MT, EC:4.2.2.-, EC:4.2.2.n1, GO:0000270, GO:0008933, GO:0009279, GO:0016020, GO:0016998, GO:0071555, RefSeq:WP_000734212.1, SO:0001217, UniParc:UPI000000E4AB, UniRef:UniRef100_B1XB33, UniRef:UniRef50_Q8XA45, UniRef:UniRef90_Q8XA45
contig_1	cds	18739	22626	+	DBOGNM_00023	purL	phosphoribosylformylglycinamidine synthase	COG:COG0047, COG:F, EC:6.3.5.3, GO:0004642, GO:0005524, GO:0005737, GO:0006189, GO:0006541, GO:0046872, KEGG:K01952, RefSeq:WP_097294829.1, SO:0001217, UniParc:UPI000BE44B3F, UniRef:UniRef100_UPI000BE44B3F, UniRef:UniRef50_P15254, UniRef:UniRef90_P15254
contig_1	ncRNA	22958	23145	+	DBOGNM_00024	GlmZ_SraJ	GlmZ RNA activator of glmS mRNA	RFAM:RF00083, SO:0000655
contig_1	ncRNA	22960	23107	+	DBOGNM_00025	GlmY_tke1	Glm Y RNA activator of glmS mRNA	RFAM:RF00128, SO:0000655
contig_1	cds	23247	24629	+	DBOGNM_00026	qseE	two component system sensor histidine kinase QseE/GlrK	BlastRules:WP_001301750, COG:COG0642, COG:T, SO:0001217, UniRef:UniRef50_A0A9C7QME0, UniRef:UniRef90_A0A0A8KJX6
contig_1	cds	24794	25507	+	DBOGNM_00027	qseG	two-component system QseEF-associated lipoprotein QseG	GO:0009279, RefSeq:WP_001215888.1, SO:0001217, UniParc:UPI000176B9A4, UniRef:UniRef100_A0A066Q2L1, UniRef:UniRef50_P0AD45, UniRef:UniRef90_P0AD45
contig_1	cds	25497	26831	+	DBOGNM_00028	qseF	two-component system response regulator QseF/GlrR	BlastRules:WP_001295369, COG:COG2204, COG:T, GO:0000160, GO:0003677, GO:0005524, GO:0005737, GO:0006355, GO:0008134, GO:0016887, RefSeq:WP_001298983.1, SO:0001217, UniParc:UPI00005EF2D2, UniRef:UniRef100_E2QQ14, UniRef:UniRef50_P0AFU4, UniRef:UniRef90_P0AFU4
contig_1	cds	26892	27230	+	DBOGNM_00029	glnB	nitrogen regulatory protein P-II	COG:COG0347, COG:TE, GO:0000166, GO:0006808, GO:0009399, GO:0030234, RefSeq:WP_000717694.1, SO:0001217, UniParc:UPI0000059A7E, UniRef:UniRef100_P0A9Z3, UniRef:UniRef50_P14179, UniRef:UniRef90_P11671
contig_1	cds	27275	28465	-	DBOGNM_00030	hmpA	NO-inducible flavohemoprotein	COG:C, COG:COG1018, EC:1.14.12.17, GO:0005344, GO:0005504, GO:0005737, GO:0008941, GO:0009636, GO:0019825, GO:0020037, GO:0032843, GO:0046210, GO:0046872, GO:0051409, GO:0071500, GO:0071949, RefSeq:WP_000883122.1, SO:0001217, UniParc:UPI0000111A1D, UniRef:UniRef100_P24232, UniRef:UniRef50_P24232, UniRef:UniRef90_P24232
contig_1	cds	28793	30046	+	DBOGNM_00031	glyA	serine hydroxymethyltransferase	BlastRules:WP_000349814, BlastRules:WP_000919159, BlastRules:WP_003227669, COG:COG0112, COG:E, EC:2.1.2.1, GO:0004372, GO:0005737, GO:0019264, GO:0030170, GO:0035999, RefSeq:WP_000919159.1, SO:0001217, UniParc:UPI0000110FA1, UniRef:UniRef100_A7ZPZ4, UniRef:UniRef50_Q9PET2, UniRef:UniRef90_A7ZPZ4
contig_1	cds	30110	31303	-	DBOGNM_00032	yphH	Uncharacterized protein YphH	COG:COG1940, COG:GK, GO:0003677, GO:0006351, RefSeq:WP_001200780.1, SO:0001217, UniParc:UPI000188626C, UniRef:UniRef100_A0A066Q2L5, UniRef:UniRef50_P76586, UniRef:UniRef90_P76586
contig_1	cds	31421	34702	+	DBOGNM_00033	yphG	Uncharacterized protein YphG	GO:0030246, RefSeq:WP_001583779.1, SO:0001217, UniParc:UPI0002A31698, UniRef:UniRef100_UPI0002A31698, UniRef:UniRef50_P76585, UniRef:UniRef90_P76585
contig_1	cds	34799	35782	+	DBOGNM_00034	yphF	ABC transporter periplasmic-binding protein YphF	COG:COG1879, COG:G, GO:0016020, GO:0030246, GO:0030288, GO:0055052, GO:0055085, RefSeq:WP_001124901.1, SO:0001217, UniParc:UPI0001FB6CC2, UniRef:UniRef100_UPI000A3B549C, UniRef:UniRef50_P77269, UniRef:UniRef90_P77269
contig_1	cds	35805	37316	+	DBOGNM_00035	ccmA	heme ABC exporter ATP-binding protein CcmA	COG:COG1129, COG:G, EC:7.6.2.5, GO:0005524, GO:0015439, GO:0015886, GO:0016020, GO:0016887, GO:0043190, GO:0055052, GO:0055085, RefSeq:WP_000493471.1, SO:0001217, UniParc:UPI00005EF12C, UniRef:UniRef100_J7R3Z4, UniRef:UniRef50_P77509, UniRef:UniRef90_P77509
contig_1	cds	37341	38339	+	DBOGNM_00036	yphD	putative ABC transporter permease protein YphD	COG:COG1172, COG:G, GO:0005886, GO:0016020, GO:0022857, GO:0043190, GO:0055052, GO:0055085, RefSeq:WP_001276663.1, SO:0001217, UniParc:UPI00005F1721, UniRef:UniRef100_J7QGD8, UniRef:UniRef50_P77315, UniRef:UniRef90_P77315
contig_1	cds	38405	39466	+	DBOGNM_00037	yphC	Uncharacterized zinc-type alcohol dehydrogenase-like protein YphC	EC:1.-.-.-, GO:0008270, GO:0016616, RefSeq:WP_000855625.1, SO:0001217, UniParc:UPI00016DBD10, UniRef:UniRef100_J7QUA1, UniRef:UniRef50_P77360, UniRef:UniRef90_P77360
contig_1	cds	39478	40350	+	DBOGNM_00038	yphB	Uncharacterized protein YphB	COG:COG2017, COG:G, GO:0004034, GO:0006006, GO:0006974, GO:0030246, GO:0033499, RefSeq:WP_000158541.1, SO:0001217, UniParc:UPI00005AA936, UniRef:UniRef100_A0A2A2XHZ4, UniRef:UniRef50_P76584, UniRef:UniRef90_P76584
contig_1	cds	40398	40820	-	DBOGNM_00039	doxX	Uncharacterized membrane protein YphA, DoxX/SURF4 family	COG:COG2259, COG:S, RefSeq:WP_001094724.1, SO:0001217, UniParc:UPI0001DCA510, UniRef:UniRef100_A0A0E1IQG5, UniRef:UniRef50_P0AD47, UniRef:UniRef90_Q31XU6
contig_1	cds	40917	42119	-	DBOGNM_00040	hcaD	phenylpropionate dioxygenase ferredoxin reductase subunit	COG:COG0446, COG:I, EC:1.14.12.19, EC:1.18.1.3, GO:0008695, GO:0008860, GO:0019380, GO:0050660, RefSeq:WP_000660797.1, SO:0001217, UniParc:UPI00005EF12F, UniRef:UniRef100_B7LDD4, UniRef:UniRef50_Q8XA71, UniRef:UniRef90_Q8XA71
contig_1	cds	42129	42941	-	DBOGNM_00041	hcaB	3-phenylpropionate-dihydrodiol/cinnamic acid-dihydrodiol dehydrogenase	BlastRules:WP_001281379, EC:1.3.1.87, GO:0018498, GO:0019380, RefSeq:WP_001281385.1, SO:0001217, UniParc:UPI000188625D, UniRef:UniRef100_B7M7P4, UniRef:UniRef50_P0CI32, UniRef:UniRef90_P0CI32
contig_1	cds	42938	43258	-	DBOGNM_00042	hcaC	bifunctional 3-phenylpropionate/cinnamic acid dioxygenase ferredoxin subunit	COG:COG2146, COG:PQ, EC:1.14.12.19, GO:0008695, GO:0019380, GO:0046872, GO:0051537, RefSeq:WP_001080102.1, SO:0001217, UniParc:UPI000012C336, UniRef:UniRef100_A7ZPY3, UniRef:UniRef50_Q7N4V8, UniRef:UniRef90_A7ZPY3
contig_1	cds	43258	43776	-	DBOGNM_00043	hcaF	3-phenylpropionate/cinnamic acid dioxygenase subunit beta	COG:COG5517, COG:Q, EC:1.14.12.19, GO:0008695, GO:0009334, GO:0019380, RefSeq:WP_001276072.1, SO:0001217, UniParc:UPI000012C339, UniRef:UniRef100_A7ZPY2, UniRef:UniRef50_Q7N4V9, UniRef:UniRef90_Q8XA73
contig_1	cds	43773	45134	-	DBOGNM_00044	hcaE	3-phenylpropionate/cinnamic acid dioxygenase subunit alpha	COG:COG4638, COG:PR, EC:1.14.12.19, GO:0005506, GO:0008695, GO:0019380, GO:0051537, RefSeq:WP_000211172.1, SO:0001217, UniParc:UPI000012C338, UniRef:UniRef100_P0ABR6, UniRef:UniRef50_P0ABR6, UniRef:UniRef90_P0ABR6
contig_1	cds	45270	46160	+	DBOGNM_00045	hcaR	DNA-binding transcriptional regulator HcaR	COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0006355, GO:0032993, GO:0045892, GO:0045893, KEGG:K05817, RefSeq:WP_000423257.1, SO:0001217, UniParc:UPI00000D0735, UniRef:UniRef100_U3PVA8, UniRef:UniRef50_Q47141, UniRef:UniRef90_Q47141
contig_1	cds	46320	47459	+	DBOGNM_00046	hcaT	3-phenylpropionate MFS transporter	GO:0005886, GO:0015528, GO:0030395, GO:0071702, RefSeq:WP_000244193.1, SO:0001217, UniParc:UPI000012C33B, UniRef:UniRef100_Q47142, UniRef:UniRef50_Q47142, UniRef:UniRef90_Q47142
contig_1	cds	47451	48731	-	DBOGNM_00047	csiE	stationary phase inducible protein CsiE	COG:COG3711, COG:K, GO:0006355, RefSeq:WP_000983009.1, SO:0001217, UniParc:UPI00015C4D00, UniRef:UniRef100_A0A066R665, UniRef:UniRef50_P54901, UniRef:UniRef90_P54901
contig_1	cds	48922	49776	-	DBOGNM_00048	yfhR	Uncharacterized protein YfhR	COG:COG1073, COG:T, GO:0016020, RefSeq:WP_001299515.1, SO:0001217, UniParc:UPI00005F08B9, UniRef:UniRef100_W8T8P7, UniRef:UniRef50_P77538, UniRef:UniRef90_P77538
contig_1	cds	49921	50724	-	DBOGNM_00049	suhB	inositol-1-monophosphatase	COG:COG0483, COG:G, EC:3.1.3.25, GO:0000287, GO:0001072, GO:0005737, GO:0005829, GO:0006020, GO:0007165, GO:0008934, GO:0031403, GO:0031564, GO:0042134, GO:0042254, GO:0046854, GO:0047954, GO:0052832, GO:0052833, KEGG:K01092, RefSeq:WP_000553451.1, SO:0001217, UniParc:UPI00001361DA, UniRef:UniRef100_P0ADG6, UniRef:UniRef50_A0A0F6B4W4, UniRef:UniRef90_A0A0F6B4W4
contig_1	cds	50843	51580	+	DBOGNM_00050	trmJ	tRNA (cytosine(32)/uridine(32)-2'-O)-methyltransferase TrmJ	COG:COG0565, COG:J, EC:2.1.1.200, GO:0003723, GO:0005737, GO:0006396, GO:0008033, GO:0008173, RefSeq:WP_000940018.1, SO:0001217, UniParc:UPI000013AE9C, UniRef:UniRef100_A1AE69, UniRef:UniRef50_A8AD50, UniRef:UniRef90_A8AD50
contig_1	cds	51881	52369	+	DBOGNM_00051	iscR	Fe-S cluster assembly transcriptional regulator IscR	GO:0003690, GO:0003700, GO:0005506, GO:0051537, RefSeq:WP_001241356.1, SO:0001217, UniParc:UPI00005AA92E, UniRef:UniRef100_B7M7N4, UniRef:UniRef50_A1JKQ1, UniRef:UniRef90_A8AD51
contig_1	ncRNA-region	52370	52479	+			iscR stability element	RFAM:RF01517, SO:0005836
contig_1	cds	52481	53695	+	DBOGNM_00052	iscS	cysteine desulfurase	BlastRules:WP_001295373, COG:COG1104, COG:E, EC:2.8.1.7, GO:0005737, GO:0030170, GO:0031071, GO:0044571, GO:0046872, GO:0051537, RefSeq:WP_001295373.1, SO:0001217, UniParc:UPI000003121D, UniRef:UniRef100_A7ZPX4, UniRef:UniRef50_Q7N224, UniRef:UniRef90_Q7N224
contig_1	cds	53723	54109	+	DBOGNM_00053	iscU	Iron-sulfur cluster assembly scaffold protein IscU	COG:COG0822, COG:O, GO:0005506, GO:0016226, GO:0051536, RefSeq:WP_000331707.1, SO:0001217, UniParc:UPI0000130120, UniRef:UniRef100_P0ACD6, UniRef:UniRef50_P0ACD6, UniRef:UniRef90_P0ACD6
contig_1	cds	54126	54449	+	DBOGNM_00054	iscA	iron-sulfur cluster assembly protein IscA	COG:COG0316, COG:O, GO:0005506, GO:0016226, GO:0051537, RefSeq:WP_000028953.1, SO:0001217, UniParc:UPI000013AE93, UniRef:UniRef100_B7UGX4, UniRef:UniRef50_P44672, UniRef:UniRef90_A6TCE9
contig_1	cds	54545	55060	+	DBOGNM_00055	hscB	co-chaperone HscB	COG:COG1076, COG:O, GO:0001671, GO:0006457, GO:0044571, GO:0051087, GO:0051259, GO:0097428, KEGG:K04082, RefSeq:WP_000384411.1, SO:0001217, UniParc:UPI00005EEE9F, UniRef:UniRef100_A7ZPX0, UniRef:UniRef50_Q8ZN41, UniRef:UniRef90_A8AD55
contig_1	cds	55077	56927	+	DBOGNM_00056	hscA	Fe-S protein assembly chaperone HscA	COG:COG0443, COG:O, EC:3.6.4.-, GO:0005515, GO:0005524, GO:0006457, GO:0016226, GO:0016887, GO:0051082, GO:0140662, RefSeq:WP_001196613.1, SO:0001217, UniParc:UPI000012CCD8, UniRef:UniRef100_B7MIL6, UniRef:UniRef50_Q8ZCS5, UniRef:UniRef90_Q8ZN42
contig_1	cds	56929	57264	+	DBOGNM_00057	fdx	ISC system 2Fe-2S type ferredoxin	COG:C, COG:COG0633, GO:0009055, GO:0016226, GO:0046872, GO:0051537, GO:0140647, RefSeq:WP_001124469.1, SO:0001217, UniParc:UPI0000113122, UniRef:UniRef100_P0A9R5, UniRef:UniRef50_Q51383, UniRef:UniRef90_P0A9R5
contig_1	cds	57276	57476	+	DBOGNM_00058	iscX	Fe-S cluster assembly protein IscX	COG:COG2975, COG:O, GO:0005506, GO:0016226, RefSeq:WP_000523616.1, SO:0001217, UniParc:UPI000013AE97, UniRef:UniRef100_P0C0M0, UniRef:UniRef50_P0C0M0, UniRef:UniRef90_P0C0M0
contig_1	cds	57654	58937	+	DBOGNM_00059	pepB	aminopeptidase PepB	COG:COG0260, COG:E, EC:3.4.11.23, GO:0005737, GO:0006508, GO:0019538, GO:0030145, GO:0070006, RefSeq:WP_000133582.1, SO:0001217, UniParc:UPI0000680AB7, UniRef:UniRef100_B7LDB5, UniRef:UniRef50_P58474, UniRef:UniRef90_P58473
contig_1	cds	59079	59855	+	DBOGNM_00060	sseB	enhanced serine sensitivity protein SseB	RefSeq:WP_001299505.1, SO:0001217, UniParc:UPI00005F08BC, UniRef:UniRef100_A0A0E1IMN3, UniRef:UniRef50_P0AFZ1, UniRef:UniRef90_P0AFZ1
contig_1	ncRNA	59854	60158	-	DBOGNM_00061	ryfA	ryfA RNA	RFAM:RF00126, SO:0000655
contig_1	cds	60348	61193	-	DBOGNM_00062	sseA	3-mercaptopyruvate sulfurtransferase	COG:COG2897, COG:P, EC:2.8.1.2, GO:0004792, GO:0005829, GO:0006979, GO:0016784, GO:0042262, GO:0046677, RefSeq:WP_000108626.1, SO:0001217, UniParc:UPI00001B5126, UniRef:UniRef100_P31142, UniRef:UniRef50_P31142, UniRef:UniRef90_P31142
contig_1	cds	61400	66361	+	DBOGNM_00063	yfhM	alpha2-macroglobulin	BlastRules:WP_000736312, COG:COG2373, COG:R, GO:0004866, GO:0005615, GO:0005886, GO:0042803, RefSeq:WP_000736287.1, SO:0001217, UniParc:UPI0001DC5059, UniRef:UniRef100_A0A9Q5XWI3, UniRef:UniRef50_P76578, UniRef:UniRef90_P76578
contig_1	cds	66362	68674	+	DBOGNM_00064	pbpC	peptidoglycan glycosyltransferase PbpC	COG:COG4953, COG:M, EC:2.4.1.129, GO:0004180, GO:0005886, GO:0006508, GO:0008360, GO:0008658, GO:0008955, GO:0009252, GO:0016020, GO:0046677, GO:0051781, GO:0071555, KEGG:K05367, RefSeq:WP_001137682.1, SO:0001217, UniParc:UPI00005F08BF, UniRef:UniRef100_A0A093EN65, UniRef:UniRef50_P76577, UniRef:UniRef90_P76577
contig_1	cds	68823	69254	+	DBOGNM_00065	ndk	nucleoside-diphosphate kinase	COG:COG0105, COG:F, EC:2.7.4.6, GO:0004550, GO:0005524, GO:0005737, GO:0006183, GO:0006228, GO:0006241, GO:0016310, GO:0046872, RefSeq:WP_000963837.1, SO:0001217, UniParc:UPI00001639E9, UniRef:UniRef100_A7ZPW1, UniRef:UniRef50_B7UGW4, UniRef:UniRef90_B7UGW4
contig_1	cds	69404	70558	+	DBOGNM_00066	rlmN	bifunctional tRNA (adenosine(37)-C2)-methyltransferase TrmG/ribosomal RNA large subunit methyltransferase RlmN	COG:COG0820, COG:J, EC:2.1.1.-, EC:2.1.1.192, GO:0000049, GO:0002935, GO:0005737, GO:0019843, GO:0046872, GO:0051539, GO:0070040, GO:0070475, RefSeq:WP_000003317.1, SO:0001217, UniParc:UPI00000350B7, UniRef:UniRef100_A7ZPW0, UniRef:UniRef50_A4VNX4, UniRef:UniRef90_A7ZPW0
contig_1	cds	70843	71856	+	DBOGNM_00067	rodZ	cytoskeleton protein RodZ	COG:COG1426, COG:D, GO:0003677, GO:0005886, GO:0008360, GO:0016020, RefSeq:WP_001090850.1, SO:0001217, UniParc:UPI00005EEEA5, UniRef:UniRef100_B7LDA8, UniRef:UniRef50_Q7ABM8, UniRef:UniRef90_Q32D46
contig_1	cds	71883	73001	+	DBOGNM_00068	ispG	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	COG:COG0821, COG:I, EC:1.17.7.1, EC:1.17.7.3, GO:0005506, GO:0016114, GO:0019288, GO:0044237, GO:0046429, GO:0051539, KEGG:K03526, RefSeq:WP_000551807.1, SO:0001217, UniParc:UPI00000350B5, UniRef:UniRef100_A7ZPV8, UniRef:UniRef50_P72241, UniRef:UniRef90_P58670
contig_1	ncRNA	73001	73092	+	DBOGNM_00069	sroE	sroE RNA	RFAM:RF00371, SO:0000655
contig_1	cds	73112	74386	+	DBOGNM_00070	hisS	histidine--tRNA ligase	COG:COG0124, COG:J, EC:6.1.1.21, GO:0004821, GO:0005524, GO:0005737, GO:0006427, RefSeq:WP_001107167.1, SO:0001217, UniParc:UPI00001121CF, UniRef:UniRef100_A7ZPV7, UniRef:UniRef50_Q7N705, UniRef:UniRef90_A7ZPV7
contig_1	cds	74404	75024	+	DBOGNM_00071	yfgM	ancillary SecYEG translocon subunit YfgM	BlastRules:WP_000409205, COG:COG2976, COG:T, GO:0005886, GO:0044877, RefSeq:WP_000409205.1, SO:0001217, UniParc:UPI000013AE84, UniRef:UniRef100_P76576, UniRef:UniRef50_P76576, UniRef:UniRef90_P76576
contig_1	cds	75035	76213	+	DBOGNM_00072	bamB	outer membrane protein assembly factor BamB	COG:COG1520, COG:M, GO:0005515, GO:0009279, GO:0043165, GO:0051205, RefSeq:WP_001177048.1, SO:0001217, UniParc:UPI00005AA925, UniRef:UniRef100_Q32D50, UniRef:UniRef50_P77774, UniRef:UniRef90_P77774
contig_1	cds	76331	77803	+	DBOGNM_00073	der	ribosome biogenesis GTPase Der	COG:COG1160, COG:J, EC:3.6.5.-, GO:0003924, GO:0005525, GO:0005737, GO:0042254, GO:0043022, RefSeq:WP_000249410.1, SO:0001217, UniParc:UPI0000129EF2, UniRef:UniRef100_A7ZPV4, UniRef:UniRef50_P44536, UniRef:UniRef90_Q8Z4P6
contig_1	cds	77872	78087	+	DBOGNM_00074		Zinc ribbon domain-containing protein	RefSeq:WP_001297332.1, SO:0001217, UniParc:UPI00005F19F8, UniRef:UniRef100_A0A061L1L3, UniRef:UniRef50_A0A8S0FN89, UniRef:UniRef90_D2AGV4
contig_1	cds	78084	79454	-	DBOGNM_00075	xseA	exodeoxyribonuclease VII large subunit	COG:COG1570, COG:L, EC:3.1.11.6, GO:0003676, GO:0005737, GO:0006308, GO:0008855, GO:0009318, RefSeq:WP_000937933.1, SO:0001217, UniParc:UPI00005AA922, UniRef:UniRef100_B7LCP9, UniRef:UniRef50_A9MHM3, UniRef:UniRef90_Q83QL0
contig_1	cds	79616	81082	+	DBOGNM_00076	guaB	IMP dehydrogenase	COG:COG0516, COG:F, EC:1.1.1.205, GO:0000166, GO:0003938, GO:0006177, GO:0009152, GO:0046872, RefSeq:WP_001299507.1, SO:0001217, UniParc:UPI00000480C2, UniRef:UniRef100_P0ADG8, UniRef:UniRef50_Q0WD32, UniRef:UniRef90_P0ADG8
