# Annotated with Bakta
# Software: v1.10.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	18646	18966	+	ILEDPB_00017	psiF	phosphate starvation-inducible protein PsiF	RefSeq:WP_001295332.1, SO:0001217, UniParc:UPI00001327AE, UniRef:UniRef100_P0AFM5, UniRef:UniRef50_P0AFM5, UniRef:UniRef90_P0AFM5
contig_1	cds	19068	20183	+	ILEDPB_00018	adrA	diguanylate cyclase AdrA	COG:COG2199, COG:T, EC:2.7.7.65, GO:0005525, GO:0005886, GO:0042802, GO:0043709, GO:0046872, GO:0052621, GO:1902201, GO:2001008, RefSeq:WP_000484068.1, SO:0001217, UniParc:UPI0000D506A4, UniRef:UniRef100_A0A0D6I695, UniRef:UniRef50_P0AAP2, UniRef:UniRef90_P0AAP2
contig_1	cds	20200	21009	-	ILEDPB_00019	proC	pyrroline-5-carboxylate reductase	COG:COG0345, COG:E, EC:1.5.1.2, GO:0004735, GO:0006561, RefSeq:WP_001298540.1, SO:0001217, UniParc:UPI00005EFB3D, UniRef:UniRef100_A0A0G9FSQ4, UniRef:UniRef50_P0A9L8, UniRef:UniRef90_E3G7H5
contig_1	cds	21129	21587	+	ILEDPB_00020	yaiI	YaiI/YqxD family protein	RefSeq:WP_000158159.1, SO:0001217, UniParc:UPI000013A0D6, UniRef:UniRef100_A7ZID6, UniRef:UniRef50_Q83M67, UniRef:UniRef90_A7ZID6
contig_1	cds	21770	22294	+	ILEDPB_00021	aroL	shikimate kinase AroL	COG:COG0703, COG:E, EC:2.7.1.71, GO:0000287, GO:0004765, GO:0005524, GO:0005737, GO:0008652, GO:0009073, GO:0009423, GO:0016310, RefSeq:WP_000193393.1, SO:0001217, UniParc:UPI000012602F, UniRef:UniRef100_A7ZID7, UniRef:UniRef50_Q32JD7, UniRef:UniRef90_A7ZID7
contig_1	cds	22344	22535	+	ILEDPB_00022	yaiA	Uncharacterized protein YaiA	RefSeq:WP_001142433.1, SO:0001217, UniParc:UPI00005EFB3E, UniRef:UniRef100_A0A0D8VWZ6, UniRef:UniRef50_P0AAN7, UniRef:UniRef90_P0AAN7
contig_1	cds	22793	23470	+	ILEDPB_00023	aroM	Protein AroM	GO:0016855, KEGG:K14591, RefSeq:WP_001276402.1, SO:0001217, UniParc:UPI00000DE7EA, UniRef:UniRef100_A0A061K1N3, UniRef:UniRef50_P0AE28, UniRef:UniRef90_P0AE28
contig_1	cds	23542	23826	+	ILEDPB_00024	ppnP	pyrimidine/purine nucleoside phosphorylase	COG:COG3123, COG:F, EC:2.4.2.1, EC:2.4.2.2, GO:0004731, GO:0004850, GO:0009032, GO:0016154, GO:0047975, RefSeq:WP_000941942.1, SO:0001217, UniParc:UPI000013A0D3, UniRef:UniRef100_A7ZIE0, UniRef:UniRef50_A8AK73, UniRef:UniRef90_Q32JE0
contig_1	cds	23930	24112	-	ILEDPB_00025		hypothetical protein	SO:0001217, UniParc:UPI000245E7A7, UniRef:UniRef100_A0A234RS14, UniRef:UniRef50_A0A0H2V4T6, UniRef:UniRef90_A0A0H2V4T6
contig_1	cds	24473	25450	-	ILEDPB_00026	rdgC	recombination-associated protein RdgC	COG:COG2974, COG:L, GO:0005737, GO:0006310, GO:0009295, SO:0001217, UniParc:UPI000016F5AD, UniRef:UniRef100_A7ZIE2, UniRef:UniRef50_Q83M63, UniRef:UniRef90_Q83M63
contig_1	cds	25509	26417	+	ILEDPB_00027	mak	fructokinase	COG:COG1940, COG:GK, EC:2.7.1.4, RefSeq:WP_001219315.1, SO:0001217, UniParc:UPI0000DACD45, UniRef:UniRef100_A0A067HUL3, UniRef:UniRef50_P23917, UniRef:UniRef90_A0A067HUL3
contig_1	cds	26686	27954	-	ILEDPB_00028	araJ	MFS transporter AraJ	COG:COG2814, COG:G, GO:0005886, GO:0022857, GO:0055085, SO:0001217, UniParc:UPI00005EFB40, UniRef:UniRef100_A0A0K4RL47, UniRef:UniRef50_P23910, UniRef:UniRef90_P23910
contig_1	cds	27996	31139	-	ILEDPB_00029	sbcC	exonuclease subunit SbcC	COG:COG0419, COG:L, EC:3.1.11.-, GO:0000014, GO:0004527, GO:0004529, GO:0005524, GO:0006260, GO:0006281, GO:0006302, GO:0006310, GO:0008296, GO:0016887, GO:1990238, GO:1990391, RefSeq:WP_000698869.1, SO:0001217, UniParc:UPI00005EFB41, UniRef:UniRef100_A0A454A1S0, UniRef:UniRef50_P13458, UniRef:UniRef90_P13458
contig_1	cds	31136	32338	-	ILEDPB_00030	sbcD	exonuclease subunit SbcD	COG:COG0420, COG:L, EC:3.1.11.-, GO:0000014, GO:0003677, GO:0004527, GO:0004529, GO:0006260, GO:0006281, GO:0006310, GO:0008408, GO:1990238, GO:1990391, RefSeq:WP_001221277.1, SO:0001217, UniParc:UPI000176B6BE, UniRef:UniRef100_UPI000176B6BE, UniRef:UniRef50_P0AG77, UniRef:UniRef90_P0AG77
contig_1	cds	32528	33217	+	ILEDPB_00031	phoB	phosphate response regulator transcription factor PhoB	COG:COG0745, COG:TK, GO:0000156, GO:0003677, GO:0005737, GO:0006355, GO:0006817, RefSeq:WP_000113933.1, SO:0001217, UniParc:UPI000011F516, UniRef:UniRef100_P0AFJ6, UniRef:UniRef50_P45607, UniRef:UniRef90_P45607
contig_1	cds	33275	34570	+	ILEDPB_00032	phoR	phosphate regulon sensor histidine kinase PhoR	COG:COG5002, COG:T, EC:2.7.13.3, GO:0000155, GO:0000160, GO:0004721, GO:0005524, GO:0005886, GO:0006355, GO:0006817, GO:0016020, GO:0016310, RefSeq:WP_000893601.1, SO:0001217, UniParc:UPI00005EFB43, UniRef:UniRef100_A0A454A1S6, UniRef:UniRef50_P08400, UniRef:UniRef90_P08400
contig_1	cds	34977	36296	+	ILEDPB_00033	brnQ	branched-chain amino acid transporter carrier protein BrnQ	COG:COG1114, COG:E, GO:0005304, GO:0005886, GO:0015188, GO:0015190, GO:0015803, GO:0015818, GO:0015820, GO:0015829, RefSeq:WP_000149635.1, SO:0001217, UniParc:UPI00000DE7F3, UniRef:UniRef100_E2QGE5, UniRef:UniRef50_P25185, UniRef:UniRef90_P0ADA0
contig_1	cds	36372	37745	+	ILEDPB_00034	proY	proline-specific permease ProY	COG:COG1113, COG:E, GO:0003333, GO:0005886, GO:0006865, GO:0015171, GO:0016020, GO:0055085, RefSeq:WP_001295329.1, SO:0001217, UniParc:UPI000013232F, UniRef:UniRef100_P0AAE4, UniRef:UniRef50_P37460, UniRef:UniRef90_P37460
contig_1	cds	37901	39718	+	ILEDPB_00035	malZ	maltodextrin glucosidase	COG:COG0366, COG:G, EC:3.2.1.20, GO:0004558, GO:0005737, GO:0005975, GO:0030980, GO:0032450, GO:0042803, RefSeq:WP_000979377.1, SO:0001217, UniParc:UPI00005EFB44, UniRef:UniRef100_A0A0V9R8Q5, UniRef:UniRef50_P21517, UniRef:UniRef90_P21517
contig_1	cds	39723	40304	-	ILEDPB_00036	acpH	ACP phosphodiesterase	COG:COG3124, COG:I, EC:3.1.4.14, GO:0006633, GO:0008770, RefSeq:WP_001009872.1, SO:0001217, UniParc:UPI00005EFB45, UniRef:UniRef100_Q0TKN7, UniRef:UniRef50_Q8FKC6, UniRef:UniRef90_Q8FKC6
contig_1	cds	40397	41467	+	ILEDPB_00037	queA	tRNA preQ1(34) S-adenosylmethionine ribosyltransferase-isomerase QueA	COG:COG0809, COG:J, EC:2.4.99.17, GO:0005737, GO:0006400, GO:0008616, GO:0051075, RefSeq:WP_001266506.1, SO:0001217, UniParc:UPI00005EFB46, UniRef:UniRef100_Q0TKN6, UniRef:UniRef50_Q6LU70, UniRef:UniRef90_Q8Z8Y1
contig_1	cds	41522	42649	+	ILEDPB_00038	tgt	tRNA guanosine(34) transglycosylase Tgt	COG:COG0343, COG:J, EC:2.4.2.29, GO:0005737, GO:0006400, GO:0008479, GO:0008616, GO:0046872, GO:0101030, KEGG:K00773, RefSeq:WP_000667319.1, SO:0001217, UniParc:UPI0000136CE9, UniRef:UniRef100_A7ZIF8, UniRef:UniRef50_P44594, UniRef:UniRef90_Q8Z8Y0
contig_1	cds	42672	43004	+	ILEDPB_00039	yajC	preprotein translocase subunit YajC	COG:COG1862, COG:U, GO:0005886, GO:0009306, GO:0015450, GO:0016020, GO:0031522, GO:0032978, GO:0043952, RefSeq:WP_000007629.1, SO:0001217, UniParc:UPI000013A0EF, UniRef:UniRef100_P0ADZ9, UniRef:UniRef50_P0ADZ9, UniRef:UniRef90_P0ADZ9
contig_1	cds	43065	44879	+	ILEDPB_00040	secD	Protein translocase subunit SecD	COG:COG0342, COG:U, GO:0005886, GO:0006605, GO:0015031, GO:0015450, GO:0016020, GO:0031522, GO:0032978, GO:0043952, GO:0065002, RefSeq:WP_001295826.1, SO:0001217, UniParc:UPI00005EFB47, UniRef:UniRef100_E2QGF2, UniRef:UniRef50_P0AG91, UniRef:UniRef90_P0AG91
contig_1	cds	44890	45861	+	ILEDPB_00041	secF	Protein translocase subunit SecF	COG:COG0341, COG:U, GO:0005886, GO:0006605, GO:0015031, GO:0015450, GO:0016020, GO:0031522, GO:0032978, GO:0043952, GO:0065002, RefSeq:WP_000046637.1, SO:0001217, UniParc:UPI0000031A3E, UniRef:UniRef100_P0AG95, UniRef:UniRef50_P0AG95, UniRef:UniRef90_P0AG95
contig_1	cds	45991	46338	+	ILEDPB_00042	yajD	HNH nuclease YajD	BlastRules:WP_000974813, EC:3.1.-.-, GO:0003676, GO:0004519, GO:0008270, RefSeq:WP_000974813.1, SO:0001217, UniParc:UPI000013A0F0, UniRef:UniRef100_P0AAQ4, UniRef:UniRef50_P0AAQ4, UniRef:UniRef90_P0AAQ4
contig_1	cds	46376	47260	-	ILEDPB_00043	tsx	nucleoside-specific channel-forming protein Tsx	BlastRules:WP_001295328, COG:COG3248, COG:M, GO:0005337, GO:0006811, GO:0009279, GO:0015288, GO:0046930, RefSeq:WP_001295827.1, SO:0001217, UniParc:UPI00005EFB48, UniRef:UniRef100_E2QGF5, UniRef:UniRef50_P40785, UniRef:UniRef90_P0A928
contig_1	cds	47559	48098	-	ILEDPB_00044	yajI	Uncharacterized lipoprotein YajI	GO:0005886, RefSeq:WP_001298536.1, SO:0001217, UniParc:UPI00005EFB49, UniRef:UniRef100_A0A067HJP2, UniRef:UniRef50_P46122, UniRef:UniRef90_P46122
contig_1	cds	48249	48698	+	ILEDPB_00045	nrdR	transcriptional regulator NrdR	COG:COG1327, COG:K, GO:0003677, GO:0005524, GO:0006355, GO:0008270, GO:0045892, GO:0140110, RefSeq:WP_000543535.1, SO:0001217, UniParc:UPI000013A2AC, UniRef:UniRef100_A7ZIG6, UniRef:UniRef50_A5F601, UniRef:UniRef90_A7ZIG6
contig_1	cds	48702	49805	+	ILEDPB_00046	ribD	bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD	COG:COG1985, COG:H, GO:0008270, GO:0008703, GO:0008835, GO:0009231, GO:0050661, RefSeq:WP_001150440.1, SO:0001217, UniParc:UPI00000DE7F8, UniRef:UniRef100_E2QGF8, UniRef:UniRef50_P25539, UniRef:UniRef90_P25539
contig_1	cds	49894	50364	+	ILEDPB_00047	ribE	6,7-dimethyl-8-ribityllumazine synthase	COG:COG0054, COG:H, EC:2.5.1.78, GO:0000906, GO:0009231, GO:0009349, RefSeq:WP_001021161.1, SO:0001217, UniParc:UPI00000000D1, UniRef:UniRef100_A8AK39, UniRef:UniRef50_Q9KPU4, UniRef:UniRef90_A8AK39
contig_1	cds	50384	50803	+	ILEDPB_00048	nusB	transcription antitermination factor NusB	GO:0003723, GO:0006353, GO:0006355, GO:0031564, RefSeq:WP_000801125.1, SO:0001217, UniParc:UPI0000111463, UniRef:UniRef100_A7ZIG9, UniRef:UniRef50_Q6D847, UniRef:UniRef90_A8AK38
contig_1	cds	50881	51858	+	ILEDPB_00049	thiL	thiamine-phosphate kinase	COG:COG0611, COG:H, EC:2.7.4.16, GO:0000287, GO:0005524, GO:0009030, GO:0009228, GO:0009229, GO:0016310, GO:0046872, RefSeq:WP_000742109.1, SO:0001217, UniParc:UPI0000136E3F, UniRef:UniRef100_P0AGG1, UniRef:UniRef50_P55881, UniRef:UniRef90_Q8XE87
contig_1	cds	51836	52354	+	ILEDPB_00050	pgpA	phosphatidylglycerophosphatase A	COG:COG1267, COG:I, EC:3.1.3.27, GO:0005886, GO:0006629, GO:0006655, GO:0008962, GO:0009395, GO:0032026, GO:0042577, GO:0046474, GO:0046839, GO:0046872, RefSeq:WP_000154049.1, SO:0001217, UniParc:UPI00000DE7FA, UniRef:UniRef100_A0A0D8W2J5, UniRef:UniRef50_P18200, UniRef:UniRef90_P18200
contig_1	cds	52408	53382	-	ILEDPB_00051	yajO	1-deoxyxylulose-5-phosphate synthase YajO	BlastRules:WP_001199800, COG:COG0667, COG:HR, EC:1.1.-.-, EC:1.17.1.-, GO:0005829, GO:0006772, GO:0016491, RefSeq:WP_001199806.1, SO:0001217, UniParc:UPI0000DACD49, UniRef:UniRef100_A0A192EMB2, UniRef:UniRef50_P77735, UniRef:UniRef90_P77735
contig_1	cds	53437	55299	-	ILEDPB_00052	dxs	1-deoxy-D-xylulose-5-phosphate synthase	COG:COG1154, COG:HI, EC:2.2.1.7, GO:0000287, GO:0005737, GO:0005829, GO:0008615, GO:0008661, GO:0009228, GO:0009240, GO:0016114, GO:0019288, GO:0030976, GO:0052865, RefSeq:WP_000006804.1, SO:0001217, UniParc:UPI00005EFB4C, UniRef:UniRef100_UPI00005EFB4C, UniRef:UniRef50_P45205, UniRef:UniRef90_Q8XE76
contig_1	cds	55324	56223	-	ILEDPB_00053	ispA	(2E,6E)-farnesyl diphosphate synthase	COG:COG0142, COG:H, EC:2.5.1.10, GO:0004161, GO:0004337, GO:0004659, GO:0005829, GO:0008299, GO:0033384, GO:0045337, GO:0046872, RefSeq:WP_000347227.1, SO:0001217, UniParc:UPI00005EFB4D, UniRef:UniRef100_A0A0B5HIN2, UniRef:UniRef50_P22939, UniRef:UniRef90_P22939
contig_1	cds	56223	56465	-	ILEDPB_00054	xseB	exodeoxyribonuclease VII small subunit	COG:COG1722, COG:L, EC:3.1.11.6, GO:0005829, GO:0006308, GO:0008855, GO:0009318, RefSeq:WP_001124933.1, SO:0001217, UniParc:UPI00005EFB4E, UniRef:UniRef100_Q0TKL9, UniRef:UniRef50_Q7N0J8, UniRef:UniRef90_A8AK32
contig_1	cds	56671	58119	+	ILEDPB_00055	thiI	tRNA sulfurtransferase	COG:COG0607, COG:P, EC:2.8.1.4, GO:0000049, GO:0002937, GO:0004810, GO:0005524, GO:0005829, GO:0009228, GO:0009229, GO:0052837, GO:0140741, RefSeq:WP_000668680.1, SO:0001217, UniParc:UPI00005EFB4F, UniRef:UniRef100_UPI00101BC92D, UniRef:UniRef50_Q8XE74, UniRef:UniRef90_Q8XE74
contig_1	cds	58173	58763	-	ILEDPB_00056	yajL	protein deglycase YajL	COG:COG0693, COG:V, EC:3.1.2.-, EC:3.5.1.-, EC:3.5.1.124, GO:0005737, GO:0006281, GO:0016787, RefSeq:WP_001276309.1, SO:0001217, UniParc:UPI00005EECD5, UniRef:UniRef100_E2QGG8, UniRef:UniRef50_Q46948, UniRef:UniRef90_Q46948
contig_1	cds	58726	59637	-	ILEDPB_00057	panE	2-dehydropantoate 2-reductase	COG:COG1893, COG:H, EC:1.1.1.169, GO:0005737, GO:0008677, GO:0015940, GO:0050661, RefSeq:WP_000705839.1, SO:0001217, UniParc:UPI00005EFB50, UniRef:UniRef100_A0A0K6B002, UniRef:UniRef50_P0A9J4, UniRef:UniRef90_P0A9J4
contig_1	cds	59805	60296	+	ILEDPB_00058	yajQ	nucleotide binding protein YajQ	BlastRules:WP_001138904, GO:0000049, GO:0000166, GO:0005524, GO:0005525, GO:0005829, GO:0006974, GO:0042542, RefSeq:WP_001138904.1, SO:0001217, UniParc:UPI000018F705, UniRef:UniRef100_A7ZII0, UniRef:UniRef50_Q32JI4, UniRef:UniRef90_Q32JI4
contig_1	cds	60424	61788	-	ILEDPB_00059	yajR	Inner membrane transport protein YajR	COG:COG2814, COG:G, GO:0005886, GO:0016020, GO:0022857, GO:0055085, RefSeq:WP_001000968.1, SO:0001217, UniParc:UPI00005EFB51, UniRef:UniRef100_A0A192ELE4, UniRef:UniRef50_P77726, UniRef:UniRef90_P77726
contig_1	cds	61937	62827	-	ILEDPB_00060	cyoE	heme o synthase	COG:COG0109, COG:HI, EC:2.5.1.141, GO:0005886, GO:0008495, GO:0016020, GO:0048034, RefSeq:WP_000576425.1, SO:0001217, UniParc:UPI00005EFB52, UniRef:UniRef100_A1A897, UniRef:UniRef50_A1A897, UniRef:UniRef90_A1A897
contig_1	cds	62839	63168	-	ILEDPB_00061	cyoD	cytochrome o ubiquinol oxidase subunit IV	COG:C, COG:COG3125, EC:7.1.1.-, KEGG:K02300, RefSeq:WP_000019796.1, SO:0001217, UniParc:UPI00005EFB53, UniRef:UniRef100_E2QGH3, UniRef:UniRef50_A0A089PRK6, UniRef:UniRef90_A0A381G462
contig_1	cds	63168	63782	-	ILEDPB_00062	cyoC	cytochrome o ubiquinol oxidase subunit III	EC:7.1.1.-, GO:0004129, GO:0005886, GO:0009486, GO:0019646, GO:0022904, RefSeq:WP_000179809.1, SO:0001217, UniParc:UPI00005EFB54, UniRef:UniRef100_A0A454A1T2, UniRef:UniRef50_Q9I425, UniRef:UniRef90_P0ABJ4
contig_1	cds	63772	65763	-	ILEDPB_00063	cyoB	cytochrome o ubiquinol oxidase subunit I	COG:C, COG:COG0843, EC:7.1.1.-, EC:7.1.1.3, GO:0004129, GO:0005507, GO:0005886, GO:0009055, GO:0009060, GO:0009319, GO:0009486, GO:0015078, GO:0015453, GO:0015990, GO:0016682, GO:0019646, GO:0020037, GO:0022904, GO:0048039, GO:0070469, RefSeq:WP_000467166.1, SO:0001217, UniParc:UPI0000DACD4C, UniRef:UniRef100_A0A454A1U9, UniRef:UniRef50_P0ABJ0, UniRef:UniRef90_P0ABJ0
contig_1	cds	65785	66732	-	ILEDPB_00064	cyoA	cytochrome o ubiquinol oxidase subunit II	COG:C, COG:COG1622, EC:7.1.1.-, GO:0004129, GO:0005507, GO:0005886, GO:0009055, GO:0009060, GO:0009319, GO:0009486, GO:0015078, GO:0015453, GO:0015990, GO:0016682, GO:0019646, GO:0022900, GO:0042773, GO:0070469, RefSeq:WP_001239434.1, SO:0001217, UniParc:UPI0000DACD4D, UniRef:UniRef100_E2QGH6, UniRef:UniRef50_P0ABJ2, UniRef:UniRef90_P0ABJ2
contig_1	cds	67192	68667	-	ILEDPB_00065	ampG	muropeptide MFS transporter AmpG	COG:COG2814, COG:G, GO:0005886, GO:0015293, GO:0016020, GO:0022857, GO:0055085, GO:0071555, RefSeq:WP_000098453.1, SO:0001217, UniParc:UPI0000DACD4E, UniRef:UniRef100_A0A192EL08, UniRef:UniRef50_P0AE17, UniRef:UniRef90_P0AE17
contig_1	cds	68711	69289	-	ILEDPB_00066	yajG	Uncharacterized lipoprotein YajG	COG:COG3056, COG:S, GO:0005886, RefSeq:WP_001295326.1, SO:0001217, UniParc:UPI000013A0F5, UniRef:UniRef100_P0ADA6, UniRef:UniRef50_P0ADA6, UniRef:UniRef90_P0ADA6
contig_1	cds	69597	69911	+	ILEDPB_00067	bolA	transcriptional regulator BolA	COG:COG0271, COG:KT, GO:0003677, GO:0005829, GO:0006351, GO:0006879, GO:0016226, GO:0045454, GO:1990229, RefSeq:WP_001305485.1, SO:0001217, UniParc:UPI0001825E15, UniRef:UniRef100_P0ABE3, UniRef:UniRef50_P0ABE3, UniRef:UniRef90_P0ABE3
contig_1	cds	70255	71553	+	ILEDPB_00068	tig	trigger factor	COG:COG0544, COG:O, EC:5.2.1.8, GO:0003755, GO:0005737, GO:0005854, GO:0007049, GO:0015031, GO:0043022, GO:0043335, GO:0044183, GO:0051082, GO:0051083, GO:0051301, GO:0061077, RefSeq:WP_001198388.1, SO:0001217, UniParc:UPI00000DE807, UniRef:UniRef100_Q0TKK5, UniRef:UniRef50_Q32JJ2, UniRef:UniRef90_Q32JJ2
contig_1	cds	71799	72422	+	ILEDPB_00069	clpP	ATP-dependent Clp endopeptidase proteolytic subunit ClpP	COG:COG0740, COG:O, EC:3.4.21.92, GO:0004176, GO:0004252, GO:0005737, GO:0006508, GO:0009368, RefSeq:WP_000122253.1, SO:0001217, UniParc:UPI0000127B3A, UniRef:UniRef100_A7ZIJ5, UniRef:UniRef50_Q57SB5, UniRef:UniRef90_Q57SB5
contig_1	cds	72548	73822	+	ILEDPB_00070	clpX	ATP-dependent protease ATP-binding subunit ClpX	COG:COG1219, COG:O, EC:3.4.21.92, GO:0004252, GO:0005524, GO:0006508, GO:0008270, GO:0009368, GO:0009376, GO:0016887, GO:0046983, GO:0051082, GO:0051301, GO:0051603, GO:0140662, RefSeq:WP_000130305.1, SO:0001217, UniParc:UPI0000163974, UniRef:UniRef100_A7ZIJ6, UniRef:UniRef50_Q88KI9, UniRef:UniRef90_A4W7A9
contig_1	ncRNA	73843	73938	-	ILEDPB_00071	sraA	sraA	RFAM:RF02029, SO:0000655
