# Annotated with Bakta
# Software: v1.10.1
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	9274	9948	+	EIMLPH_00010	sRAP	ssDNA abasic site-binding protein YedK/HMCES, SRAP family	COG:COG2135, COG:L, RefSeq:WP_009485285.1, SO:0001217, UniParc:UPI0001576157, UniRef:UniRef100_A0A486NZ23, UniRef:UniRef50_P76318, UniRef:UniRef90_A0A0C7KH75
contig_1	cds	9999	10841	-	EIMLPH_00011	araC	AraC-type DNA-binding domain and AraC-containing proteins	COG:COG2207, COG:K, RefSeq:WP_015958377.1, SO:0001217, UniParc:UPI0001576156, UniRef:UniRef100_A0A355JYZ8, UniRef:UniRef50_A0A0C7K8P4, UniRef:UniRef90_A0A0C7K8P4
contig_1	cds	10869	11255	+	EIMLPH_00012		Nuclear transport factor 2 family protein	RefSeq:WP_004179737.1, SO:0001217, UniParc:UPI0001576155, UniRef:UniRef100_A0A9Q4N6W7, UniRef:UniRef50_A0A0M4E934, UniRef:UniRef90_W9BG71
contig_1	cds	11333	13378	-	EIMLPH_00013	dcp	peptidyl-dipeptidase Dcp	COG:COG0339, COG:O, EC:3.4.15.5, GO:0006508, GO:0008237, RefSeq:WP_009485287.1, SO:0001217, UniParc:UPI0001576154, UniRef:UniRef100_A0A486MZC6, UniRef:UniRef50_P24171, UniRef:UniRef90_B5XR67
contig_1	cds	13509	14258	+	EIMLPH_00014	ydfG	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	COG:C, COG:COG4221, EC:1.1.1.298, EC:1.1.1.381, GO:0016491, RefSeq:WP_002903733.1, SO:0001217, UniParc:UPI00015760FC, UniRef:UniRef100_A0A0E1CEL7, UniRef:UniRef50_P39884, UniRef:UniRef90_A0A248KJ55
contig_1	cds	14350	15036	+	EIMLPH_00015	gntR	DNA-binding transcriptional regulator, GntR family	COG:COG1802, COG:K, RefSeq:WP_002903730.1, SO:0001217, UniParc:UPI00015760FB, UniRef:UniRef100_W9B7W3, UniRef:UniRef50_W9B7W3, UniRef:UniRef90_W9B7W3
contig_1	cds	15087	15518	-	EIMLPH_00016	uspA	Nucleotide-binding universal stress protein, UspA family	COG:COG0589, COG:T, RefSeq:WP_004176285.1, SO:0001217, UniParc:UPI00015760FA, UniRef:UniRef100_A0A098CC57, UniRef:UniRef50_P67094, UniRef:UniRef90_A0A0B7G6A5
contig_1	cds	15783	17246	-	EIMLPH_00017	mtlD	Mannitol-1-phosphate/altronate dehydrogenases	COG:COG0246, COG:G, RefSeq:WP_015958376.1, SO:0001217, UniParc:UPI00015760F9, UniRef:UniRef100_A0A485UHM1, UniRef:UniRef50_P33029, UniRef:UniRef90_A0A485UHM1
contig_1	cds	17500	18783	-	EIMLPH_00018	uhpC	Sugar phosphate permease	COG:COG2271, COG:G, RefSeq:WP_009485289.1, SO:0001217, UniParc:UPI00015760F8, UniRef:UniRef100_A0A486UG31, UniRef:UniRef50_W9BGP9, UniRef:UniRef90_W9BGP9
contig_1	cds	18898	19224	-	EIMLPH_00019	ynfA	YnfA family protein	COG:COG1742, COG:R, GO:0005886, GO:0016020, KEGG:K09771, RefSeq:WP_002903722.1, SO:0001217, UniParc:UPI00015760F7, UniRef:UniRef100_A6T8U5, UniRef:UniRef50_A9MRN4, UniRef:UniRef90_A6T8U5
contig_1	cds	19369	19710	+	EIMLPH_00020		DUF1283 domain-containing protein	RefSeq:WP_002903720.1, SO:0001217, UniParc:UPI00015760F6, UniRef:UniRef100_A6T8U4, UniRef:UniRef50_A6T8U4, UniRef:UniRef90_A6T8U4
contig_1	cds	19789	20349	+	EIMLPH_00021	speG	spermidine N1-acetyltransferase	COG:COG1670, COG:JO, EC:2.3.1.57, GO:0008080, RefSeq:WP_004179730.1, SO:0001217, UniParc:UPI000205B21D, UniRef:UniRef100_A0A0C7K8P8, UniRef:UniRef50_A0A0C7K8P8, UniRef:UniRef90_A0A0C7K8P8
contig_1	cds	20343	21053	-	EIMLPH_00022	ynfC	YnfC family lipoprotein	GO:0005886, RefSeq:WP_020316504.1, SO:0001217, UniParc:UPI0002F71BAD, UniRef:UniRef100_A0A486UHW6, UniRef:UniRef50_Q8X799, UniRef:UniRef90_A0A087FJD9
contig_1	cds	21155	21424	+	EIMLPH_00023		DUF1161 domain-containing protein	RefSeq:WP_002903714.1, SO:0001217, UniParc:UPI0002186048, UniRef:UniRef100_A0A0E1CJ07, UniRef:UniRef50_P76172, UniRef:UniRef90_A6T8U1
contig_1	cds	21575	21913	+	EIMLPH_00024		Anaerobic dimethyl sulfoxide reductase subunit A	SO:0001217, UniParc:UPI000205B220, UniRef:UniRef100_A0A486UFZ3, UniRef:UniRef50_A0A2X3EPV7, UniRef:UniRef90_A0A486UFZ3
contig_1	cds	21910	23991	+	EIMLPH_00025	ynfE	selenate/tellurate reductase subunit YnfE	COG:C, COG:COG0243, SO:0001217, UniParc:UPI000205B221, UniRef:UniRef100_A0A486UG81, UniRef:UniRef50_P77374, UniRef:UniRef90_A0A486UG81
contig_1	cds	24002	24619	+	EIMLPH_00026	dmsB	DMSO/selenate family reductase complex B subunit	EC:1.8.5.3, RefSeq:WP_004152235.1, SO:0001217, UniParc:UPI0001A58A88, UniRef:UniRef100_W9B7V3, UniRef:UniRef50_P0AAJ2, UniRef:UniRef90_A0A087FRA5
contig_1	cds	24621	25478	+	EIMLPH_00027	dmsC	DMSO reductase anchor subunit DmsC	COG:C, COG:COG3302, RefSeq:WP_032422932.1, SO:0001217, UniParc:UPI0004458AF9, UniRef:UniRef100_A0A486UHD7, UniRef:UniRef50_P18777, UniRef:UniRef90_A0A486UHD7
contig_1	cds	25520	26128	+	EIMLPH_00028	dmsD	Tat proofreading chaperone DmsD	COG:COG3381, COG:O, RefSeq:WP_004209765.1, SO:0001217, UniParc:UPI000205CAAE, UniRef:UniRef100_A0A170YWC7, UniRef:UniRef50_A0A0J4W0R9, UniRef:UniRef90_A0A0J4W0R9
contig_1	cds	26262	27557	+	EIMLPH_00029	clcB	voltage-gated ClC-type chloride channel ClcB	COG:COG0038, COG:P, GO:0005247, GO:0006821, GO:0010447, GO:0016020, RefSeq:WP_004148305.1, SO:0001217, UniParc:UPI00015760EE, UniRef:UniRef100_A0A0E1CEM9, UniRef:UniRef50_R4Y9X6, UniRef:UniRef90_A0A378C7A3
contig_1	cds	27510	28205	-	EIMLPH_00030	bioD	dethiobiotin synthase	COG:COG0132, COG:H, EC:6.3.3.3, GO:0004141, GO:0009102, RefSeq:WP_002903703.1, SO:0001217, UniParc:UPI00015760ED, UniRef:UniRef100_A0A086I810, UniRef:UniRef50_P0A6F0, UniRef:UniRef90_A0A086I810
contig_1	cds	28333	29556	-	EIMLPH_00031	nagC	Sugar kinase of the NBD/HSP70 family, may contain an N-terminal HTH domain	COG:COG1940, COG:GK, RefSeq:WP_004143132.1, SO:0001217, UniParc:UPI00015760EC, UniRef:UniRef100_A0A060VI79, UniRef:UniRef50_P50456, UniRef:UniRef90_W9B7U9
contig_1	cds	29677	30579	-	EIMLPH_00032	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, RefSeq:WP_002903700.1, SO:0001217, UniParc:UPI00015760EB, UniRef:UniRef100_A0A378F5B4, UniRef:UniRef50_P77559, UniRef:UniRef90_A0A085DGX1
contig_1	cds	30710	31960	+	EIMLPH_00033	araJ	putative arabinose efflux permease AraJ, MFS family	COG:COG2814, COG:G, RefSeq:WP_004176293.1, SO:0001217, UniParc:UPI00015760EA, UniRef:UniRef100_A0A1V8GVJ2, UniRef:UniRef50_N2JB07, UniRef:UniRef90_A0A0W8AT52
contig_1	cds	32300	33787	+	EIMLPH_00034	ypwA	Zn-dependent carboxypeptidase, M32 family	COG:COG2317, COG:O, RefSeq:WP_004176294.1, SO:0001217, UniParc:UPI000205CAB1, UniRef:UniRef100_W9BGP0, UniRef:UniRef50_A0A2X3F4N7, UniRef:UniRef90_A0A2X3F4N7
contig_1	cds	33964	34335	-	EIMLPH_00035		hypothetical protein	SO:0001217, UniParc:UPI0002410D04, UniRef:UniRef100_A0A0C7KID9, UniRef:UniRef50_A0A1D8K1Z8, UniRef:UniRef90_A0A0J2G704
contig_1	cds	34724	34828	-	EIMLPH_00036	eamA	EamA family transporter	SO:0001217, UniParc:UPI0001576097, UniRef:UniRef100_W9B7U3, UniRef:UniRef50_B5XR91, UniRef:UniRef90_B5XR91
contig_1	cds	35310	36122	+	EIMLPH_00037	eMpr	V8-like Glu-specific endopeptidase	COG:COG3591, COG:O, RefSeq:WP_020317021.1, SO:0001217, UniParc:UPI0002DC6B6A, UniRef:UniRef100_A0A486UHD6, UniRef:UniRef50_A0A085U7P3, UniRef:UniRef90_B5XR92
contig_1	cds	36296	36625	-	EIMLPH_00038	kpnF	multidrug efflux SMR transporter subunit KpnF	BlastRules:WP_002903683, GO:0005886, GO:0015606, GO:0015848, GO:0016020, GO:0042221, RefSeq:WP_002903683.1, SO:0001217, UniParc:UPI0001576095, UniRef:UniRef100_A6T8S6, UniRef:UniRef50_A6T8S6, UniRef:UniRef90_A6T8S6
contig_1	cds	36612	36974	-	EIMLPH_00039	kpnE	multidrug efflux SMR transporter subunit KpnE	BlastRules:WP_004179723, COG:COG2076, COG:V, GO:0005886, GO:0015606, GO:0015848, GO:0016020, GO:0042221, RefSeq:WP_002903681.1, SO:0001217, UniParc:UPI0001576094, UniRef:UniRef100_A6T8S5, UniRef:UniRef50_A8AGX5, UniRef:UniRef90_A6T8S5
contig_1	cds	37417	38451	+	EIMLPH_00040	tqsA	putative PurR-regulated permease PerM	COG:COG0628, COG:R, RefSeq:WP_002903679.1, SO:0001217, UniParc:UPI0001576093, UniRef:UniRef100_W9BGN7, UniRef:UniRef50_P0AFS5, UniRef:UniRef90_H3MWG2
contig_1	cds	38676	40331	+	EIMLPH_00041	mdcA	malonate decarboxylase subunit alpha	COG:COG4670, COG:I, EC:2.3.1.187, GO:0006810, GO:0015451, KEGG:K13929, RefSeq:WP_004176297.1, SO:0001217, UniParc:UPI000205CAB7, UniRef:UniRef100_A0A0C7KH90, UniRef:UniRef50_A0A7W5NKJ7, UniRef:UniRef90_A0A7U2ZM99
contig_1	cds	40331	41173	+	EIMLPH_00042	mdcA	malonate decarboxylase subunit alpha	EC:2.3.1.187, GO:0006810, GO:0015451, KEGG:K13929, RefSeq:WP_009486289.1, SO:0001217, UniParc:UPI000205CAB8, UniRef:UniRef100_A0A377ZSI2, UniRef:UniRef50_A0A377ZSI2, UniRef:UniRef90_A0A377ZSI2
contig_1	cds	41191	41490	+	EIMLPH_00043	mdcC	malonate decarboxylase acyl carrier protein	GO:0000036, GO:0005737, RefSeq:WP_004143106.1, SO:0001217, UniParc:UPI00000B1F8D, UniRef:UniRef100_O32712, UniRef:UniRef50_O32712, UniRef:UniRef90_O32712
contig_1	cds	41483	42316	+	EIMLPH_00044	mdcD	biotin-independent malonate decarboxylase subunit beta	COG:COG0777, COG:I, EC:4.1.1.88, GO:0003989, GO:0005975, GO:0006633, GO:0009317, GO:0016831, RefSeq:WP_004143105.1, SO:0001217, UniParc:UPI0001B756FF, UniRef:UniRef100_A0A0E1GWJ1, UniRef:UniRef50_A0A6D1SDV5, UniRef:UniRef90_A0A6D1SDV5
contig_1	cds	42316	43116	+	EIMLPH_00045	mdcE	biotin-independent malonate decarboxylase subunit gamma	EC:4.1.1.88, GO:0005975, RefSeq:WP_020317020.1, SO:0001217, UniParc:UPI000357CCEC, UniRef:UniRef100_A0A422Z885, UniRef:UniRef50_A0A081M772, UniRef:UniRef90_A0A081M772
contig_1	cds	43253	44212	+	EIMLPH_00046	yfdV	putative permease, AEC (auxin efflux carrier) family	COG:COG0679, COG:R, RefSeq:WP_004148291.1, SO:0001217, UniParc:UPI00000B2098, UniRef:UniRef100_A0A0F0PW83, UniRef:UniRef50_A0A0H3CSN5, UniRef:UniRef90_R4YEF1
contig_1	cds	44216	44833	+	EIMLPH_00047	mdcG	malonate decarboxylase holo-ACP synthase	EC:2.7.7.66, GO:0016779, RefSeq:WP_009486291.1, SO:0001217, UniParc:UPI000205CABA, UniRef:UniRef100_A0A486MY05, UniRef:UniRef50_P71426, UniRef:UniRef90_P71426
contig_1	cds	44833	45735	+	EIMLPH_00048	mdcH	malonate decarboxylase subunit epsilon	COG:COG0331, COG:I, GO:0016740, RefSeq:WP_020317017.1, SO:0001217, UniParc:UPI000357A8DB, UniRef:UniRef100_A0A486E3E9, UniRef:UniRef50_A0A0C7KEC6, UniRef:UniRef90_A0A0C7KEC6
contig_1	cds	45725	46651	-	EIMLPH_00049	lysR	DNA-binding transcriptional regulator, LysR family	COG:COG0583, COG:K, KEGG:K13928, SO:0001217, UniRef:UniRef50_P52684, UniRef:UniRef90_UPI00254BAB73
contig_1	cds	47305	48882	+	EIMLPH_00050		Peptidase C39-like domain-containing protein	SO:0001217, UniParc:UPI0002E65FF9, UniRef:UniRef100_A0A485QE98, UniRef:UniRef50_A0A485QE98, UniRef:UniRef90_A0A485QE98
contig_1	cds	49043	50689	-	EIMLPH_00051	mqo	malate dehydrogenase (quinone)	COG:COG0579, COG:G, EC:1.1.5.4, GO:0006099, GO:0008924, SO:0001217, UniParc:UPI0001576089, UniRef:UniRef100_W9B8F9, UniRef:UniRef50_P33940, UniRef:UniRef90_O32719
contig_1	cds	50964	51884	-	EIMLPH_00052	murQ	N-acetylmuramic acid 6-phosphate (MurNAc-6-P) etherase	COG:COG2103, COG:M, RefSeq:WP_020317019.1, SO:0001217, UniParc:UPI0002F91E3E, UniRef:UniRef100_A0A486UGS9, UniRef:UniRef50_A6T8R3, UniRef:UniRef90_A6T8R3
contig_1	cds	52048	52404	-	EIMLPH_00053		hypothetical protein	RefSeq:WP_004176301.1, SO:0001217, UniParc:UPI0001576087, UniRef:UniRef100_A0A169Q432, UniRef:UniRef50_R4YGW8, UniRef:UniRef90_R4YGW8
contig_1	cds	52560	54176	+	EIMLPH_00054	citA	Sensor histidine kinase DipB regulating citrate/malate metabolism	COG:COG3290, COG:T, RefSeq:WP_009486298.1, SO:0001217, UniParc:UPI000205CAC2, UniRef:UniRef100_A0A486MYZ0, UniRef:UniRef50_P0AEC9, UniRef:UniRef90_R4Y9U2
contig_1	cds	54173	54892	+	EIMLPH_00055	dcuR	two-component system response regulator DcuR	COG:COG4565, COG:KT, GO:0000160, GO:0003700, RefSeq:WP_004176303.1, SO:0001217, UniParc:UPI0001A58A24, UniRef:UniRef100_W9B7S4, UniRef:UniRef50_P0AD02, UniRef:UniRef90_A0A087FHD5
contig_1	cds	54873	55823	-	EIMLPH_00056	apbE2	FAD:protein FMN transferase	COG:COG1477, COG:HO, EC:2.7.1.180, GO:0005737, GO:0016740, GO:0046872, RefSeq:WP_004179712.1, SO:0001217, UniParc:UPI0001A58A23, UniRef:UniRef100_A0A0C7KIE8, UniRef:UniRef50_B5XRA9, UniRef:UniRef90_B5XRA9
contig_1	cds	55891	58668	-	EIMLPH_00057		flavocytochrome c	COG:COG3976, COG:R, EC:1.3.1.6, GO:0005737, GO:0010181, GO:0016020, GO:0016156, GO:0016491, RefSeq:WP_009486299.1, SO:0001217, UniParc:UPI000205CEAF, UniRef:UniRef100_A0A486UJM9, UniRef:UniRef50_B5XRB0, UniRef:UniRef90_B5XRB0
contig_1	cds	59389	60822	+	EIMLPH_00058	citT	Di- and tricarboxylate antiporter	COG:COG0471, COG:G, SO:0001217, UniParc:UPI0002410182, UniRef:UniRef100_A0A0E1CEQ6, UniRef:UniRef50_A0A4R4DQ86, UniRef:UniRef90_A0A6D1S5J3
contig_1	cds	60877	62529	+	EIMLPH_00059	fumA	class I fumarate hydratase FumA	COG:C, COG:COG1951, EC:4.2.1.2, RefSeq:WP_004152246.1, SO:0001217, UniParc:UPI0001576025, UniRef:UniRef100_A0A0E1CF99, UniRef:UniRef50_P14407, UniRef:UniRef90_A0A0W8ATF9
contig_1	cds	62692	64308	+	EIMLPH_00060	mscK	Small-conductance mechanosensitive channel MscK	COG:COG3264, COG:M, RefSeq:WP_009486303.1, SO:0001217, UniParc:UPI000205CEB4, UniRef:UniRef100_A0A486UIN1, UniRef:UniRef50_D4F1X7, UniRef:UniRef90_A0A377WHM9
contig_1	cds	65386	65775	-	EIMLPH_00061	pcaC	4-carboxymuconolactone decarboxylase	COG:COG0599, COG:R, EC:4.1.1.44, GO:0047575, RefSeq:WP_004143067.1, SO:0001217, UniParc:UPI0001576022, UniRef:UniRef100_W9BG42, UniRef:UniRef50_A0A085GEX1, UniRef:UniRef90_W9BG42
contig_1	cds	65768	66532	-	EIMLPH_00062	pcaD	3-oxoadipate enol-lactonase	COG:COG0596, COG:HR, EC:3.1.1.24, GO:0042952, GO:0047570, RefSeq:WP_004151556.1, SO:0001217, UniParc:UPI0002186880, UniRef:UniRef100_A0A0E1CEQ3, UniRef:UniRef50_A0A0E1CEQ3, UniRef:UniRef90_A0A0E1CEQ3
contig_1	cds	66522	67874	-	EIMLPH_00063	pcaB	3-carboxy-cis,cis-muconate cycloisomerase	COG:COG0015, COG:F, EC:5.5.1.2, GO:0019619, GO:0047472, RefSeq:WP_020316475.1, SO:0001217, UniParc:UPI000357CA77, UniRef:UniRef100_UPI000205E0E1, UniRef:UniRef50_A0A6S7ALC5, UniRef:UniRef90_A0A2A5MF47
contig_1	cds	67884	69086	-	EIMLPH_00064	pcaF	3-oxoadipyl-CoA thiolase	COG:COG0183, COG:I, EC:2.3.1.174, GO:0016747, GO:0019619, RefSeq:WP_020316477.1, SO:0001217, UniParc:UPI0003576489, UniRef:UniRef100_A0A9Q8AAS7, UniRef:UniRef50_A0A2E8CJY2, UniRef:UniRef90_A0A7Z8Z9K4
contig_1	cds	69097	69753	-	EIMLPH_00065		3-oxoacid CoA-transferase subunit B	RefSeq:WP_004151559.1, SO:0001217, UniParc:UPI000157601E, UniRef:UniRef100_A0A060VI81, UniRef:UniRef50_A0A1D9IIS7, UniRef:UniRef90_A0A087FIQ3
contig_1	cds	69764	70450	-	EIMLPH_00066	atoD	Acyl CoA:acetate/3-ketoacid CoA transferase, alpha subunit	COG:COG1788, COG:I, RefSeq:WP_002903522.1, SO:0001217, UniParc:UPI000157601D, UniRef:UniRef100_A0A0E1CFA9, UniRef:UniRef50_Q01103, UniRef:UniRef90_A0A087FIQ2
contig_1	cds	70620	71426	+	EIMLPH_00067	iclR	DNA-binding transcriptional regulator, IclR family	COG:COG1414, COG:K, RefSeq:WP_004151560.1, SO:0001217, UniParc:UPI000157601C, UniRef:UniRef100_W9BGM0, UniRef:UniRef50_W9BGM0, UniRef:UniRef90_W9BGM0
contig_1	cds	71423	71986	-	EIMLPH_00068	smrA	DNA endonuclease SmrA	COG:COG2840, COG:L, RefSeq:WP_009760676.1, SO:0001217, UniParc:UPI000205E0DE, UniRef:UniRef100_A0A332PUM0, UniRef:UniRef50_A0A7H4SG18, UniRef:UniRef90_A0A332PUM0
contig_1	cds	72088	72996	-	EIMLPH_00069	lysR	LysR family transcriptional regulator	COG:COG0583, COG:K, GO:0003700, GO:0006355, RefSeq:WP_002903460.1, SO:0001217, UniParc:UPI000205E0DD, UniRef:UniRef100_A0A060VIA7, UniRef:UniRef50_P77744, UniRef:UniRef90_A0A060VIA7
contig_1	cds	73163	74473	+	EIMLPH_00070		Amidohydrolase	RefSeq:WP_009760675.1, SO:0001217, UniParc:UPI0001A58A1A, UniRef:UniRef100_A0A377WLW3, UniRef:UniRef50_A0A377WLW3, UniRef:UniRef90_A0A377WLW3
contig_1	cds	74473	75918	+	EIMLPH_00071	abgB	Metal-dependent amidase/aminoacylase/carboxypeptidase	COG:COG1473, COG:R, RefSeq:WP_004214883.1, SO:0001217, UniParc:UPI0002B57ECC, UniRef:UniRef100_UPI0002B57ECC, UniRef:UniRef50_P76052, UniRef:UniRef90_A0A378BAE0
contig_1	cds	76038	77564	+	EIMLPH_00072	abgT	p-aminobenzoyl-glutamate transporter	COG:COG2978, COG:H, RefSeq:WP_002903400.1, SO:0001217, UniParc:UPI000241018D, UniRef:UniRef100_A0A0E1CJM1, UniRef:UniRef50_P46133, UniRef:UniRef90_A0A0E1CJM1
contig_1	cds	77597	77755	-	EIMLPH_00073		Phosphatidate cytidylyltransferase	RefSeq:WP_002903398.1, SO:0001217, UniParc:UPI0001A58A18, UniRef:UniRef100_A0A0C7K6Z6, UniRef:UniRef50_A0A0C7K6Z6, UniRef:UniRef90_A0A0C7K6Z6
contig_1	cds	78048	78563	+	EIMLPH_00074	ogt	methylated-DNA--[protein]-cysteine S-methyltransferase	COG:COG0350, COG:L, EC:2.1.1.63, GO:0003908, GO:0006281, RefSeq:WP_004224598.1, SO:0001217, UniParc:UPI0001A58A17, UniRef:UniRef100_A0A168YCY5, UniRef:UniRef50_P0AFH0, UniRef:UniRef90_A0A0B7G702
contig_1	cds	78758	79510	+	EIMLPH_00075	fnr	fumarate/nitrate reduction transcriptional regulator Fnr	BlastRules:WP_000611911, BlastRules:WP_003243241, BlastRules:WP_005662331, COG:COG0664, COG:T, GO:0003677, GO:0003700, GO:0005737, GO:0006351, GO:0046872, GO:0051539, RefSeq:WP_002903394.1, SO:0001217, UniParc:UPI00018142FB, UniRef:UniRef100_A0A087FHF5, UniRef:UniRef50_P46148, UniRef:UniRef90_Q8Z787
contig_1	cds	79649	80596	+	EIMLPH_00076	uspE	universal stress protein UspE	COG:COG0589, COG:T, RefSeq:WP_004148267.1, SO:0001217, UniParc:UPI00026EA2B8, UniRef:UniRef100_W9BGI6, UniRef:UniRef50_P60005, UniRef:UniRef90_A0A377W4G6
contig_1	cds	80706	80927	-	EIMLPH_00077	ydiH	YdiH protein	SO:0001217, UniParc:UPI000205DDB3, UniRef:UniRef100_A0A486MYT0, UniRef:UniRef50_A0A3S5DCT6, UniRef:UniRef90_A0A2X3F8A2
contig_1	cds	81043	82431	-	EIMLPH_00078	pntB	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	COG:C, COG:COG1282, EC:7.1.1.1, GO:0008750, GO:0016020, GO:0050661, KEGG:K00325, RefSeq:WP_002903386.1, SO:0001217, UniParc:UPI0001575FC3, UniRef:UniRef100_W9B7K9, UniRef:UniRef50_P0AB69, UniRef:UniRef90_W9B7K9
contig_1	cds	82442	83971	-	EIMLPH_00079	pntA	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	COG:C, COG:COG3288, EC:1.6.1.2, GO:0008750, RefSeq:WP_004148265.1, SO:0001217, UniParc:UPI0002410190, UniRef:UniRef100_W9B888, UniRef:UniRef50_P07001, UniRef:UniRef90_A0A0L0GTW1
contig_1	cds	84493	85443	+	EIMLPH_00080	ydgH	DUF1471 domain-containing protein	RefSeq:WP_002903384.1, SO:0001217, UniParc:UPI0001575FC1, UniRef:UniRef100_A0A378F3W2, UniRef:UniRef50_P76177, UniRef:UniRef90_A0A837JNU2
contig_1	cds	85621	87003	+	EIMLPH_00081	potE	Serine transporter YbeC, amino acid:H+ symporter family	COG:COG0531, COG:E, KEGG:K03758, RefSeq:WP_004183892.1, SO:0001217, UniParc:UPI0001575FC0, UniRef:UniRef100_W9BGI3, UniRef:UniRef50_P0AAE6, UniRef:UniRef90_A0A085AKS3
contig_1	cds	87040	87762	+	EIMLPH_00082	folM	dihydromonapterin reductase	EC:1.5.1.50, GO:0004146, GO:0006730, GO:0016491, RefSeq:WP_004176334.1, SO:0001217, UniParc:UPI0001575FBF, UniRef:UniRef100_A6T8N3, UniRef:UniRef50_A6T8N3, UniRef:UniRef90_A6T8N3
contig_1	cds	87759	88094	-	EIMLPH_00083	glpM	Dual-topology membrane protein YdgC, GlpM family	COG:COG3136, COG:S, RefSeq:WP_002903379.1, SO:0001217, UniParc:UPI0001575FBE, UniRef:UniRef100_W9B7K5, UniRef:UniRef50_A0A6L6YAW3, UniRef:UniRef90_A0A6L6YAW3
contig_1	cds	88223	88942	+	EIMLPH_00084	rstA	two-component system response regulator RstA	COG:COG0745, COG:TK, GO:0000160, GO:0003677, GO:0006355, RefSeq:WP_002903377.1, SO:0001217, UniParc:UPI0001575FBD, UniRef:UniRef100_A0A0W8ATG8, UniRef:UniRef50_P52108, UniRef:UniRef90_A0A0W8ATG8
contig_1	cds	89185	89547	+	EIMLPH_00085		DUF1850 domain-containing protein	RefSeq:WP_009760669.1, SO:0001217, UniParc:UPI000205DDAE, UniRef:UniRef100_A0A486UJ74, UniRef:UniRef50_A0A0J4N9Z3, UniRef:UniRef90_A0A0J4N9Z3
