# Annotated with Bakta
# Software: v1.10.3
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	17104	19755	-	BPGCJJ_00013	fimA	type 1 fimbrial major subunit FimA	COG:COG3188, COG:NW, GO:0007155, GO:0009279, GO:0009289, GO:0009297, GO:0015473, RefSeq:WP_000123644.1, SO:0001217, UniParc:UPI00019AF8BF, UniRef:UniRef100_A0A2J1BQA6, UniRef:UniRef50_P76137, UniRef:UniRef90_P76137
contig_1	cds	19797	20507	-	BPGCJJ_00014		Fimbria/pilus periplasmic chaperone	RefSeq:WP_001195181.1, SO:0001217, UniParc:UPI00000E49FC, UniRef:UniRef100_A0A2G9A391, UniRef:UniRef50_P62609, UniRef:UniRef90_A0A0A1A4Y6
contig_1	cds	20869	21432	-	BPGCJJ_00015	fimA	type 1 fimbrial major subunit FimA	COG:COG3539, COG:N, GO:0007155, GO:0009289, RefSeq:WP_001296074.1, SO:0001217, UniParc:UPI00005EF9C7, UniRef:UniRef100_E2QM53, UniRef:UniRef50_E2QM53, UniRef:UniRef90_E2QM53
contig_1	cds	21960	22082	-	BPGCJJ_00016		NmrA-like family	SO:0001217, UniParc:UPI0001DC5301, UniRef:UniRef100_A0A1V2T820, UniRef:UniRef50_G9Z3S9, UniRef:UniRef90_A0A1V2T820
contig_1	cds	22208	22990	-	BPGCJJ_00017		NAD(P)-binding domain-containing protein	RefSeq:WP_001221834.1, SO:0001217, UniParc:UPI00000439A4, UniRef:UniRef100_A0A1V2T837, UniRef:UniRef50_A0A0Q4VA68, UniRef:UniRef90_A0A7U9DKB9
contig_1	cds	23100	23357	+	BPGCJJ_00018		Alpha/beta hydrolase	RefSeq:WP_001210030.1, SO:0001217, UniParc:UPI0000D50933, UniRef:UniRef100_A0A1V2T895, UniRef:UniRef50_A0A1V2T895, UniRef:UniRef90_A0A1V2T895
contig_1	cds	23376	23576	-	BPGCJJ_00019	hipB	Regulator with HipB	SO:0001217, UniParc:UPI000245EAB8, UniRef:UniRef100_A0A234IGI6, UniRef:UniRef50_A0A234IGI6, UniRef:UniRef90_A0A234IGI6
contig_1	cds	23616	24938	-	BPGCJJ_00020	hipA	type II toxin-antitoxin system serine/threonine protein kinase toxin HipA	BlastRules:WP_001125439, COG:COG3550, COG:T, EC:2.7.11.1, GO:0000287, GO:0000976, GO:0001217, GO:0004674, GO:0005524, GO:0005829, GO:0006355, GO:0016310, GO:0022611, GO:0032993, GO:0040008, GO:0043565, GO:0044010, GO:0046677, GO:0106310, GO:0110001, RefSeq:WP_001125475.1, SO:0001217, UniParc:UPI00018864E7, UniRef:UniRef100_A0A0D6IMZ8, UniRef:UniRef50_P23874, UniRef:UniRef90_P23874
contig_1	cds	24938	25204	-	BPGCJJ_00021	hipB	type II toxin-antitoxin system antitoxin HipB	COG:COG1476, COG:K, GO:0000976, GO:0001046, GO:0001217, GO:0006351, GO:0006355, GO:0032993, GO:0040008, GO:0042803, GO:0043565, GO:0045892, GO:0110001, RefSeq:WP_001332145.1, SO:0001217, UniParc:UPI0000E44FD0, UniRef:UniRef100_A0A0D8VU34, UniRef:UniRef50_P23873, UniRef:UniRef90_P23873
contig_1	cds	25512	26270	+	BPGCJJ_00022	tam	trans-aconitate 2-methyltransferase	EC:2.1.1.144, GO:0005737, GO:0030798, GO:0032259, RefSeq:WP_001286588.1, SO:0001217, UniParc:UPI0000D5093C, UniRef:UniRef100_B7MMY3, UniRef:UniRef50_Q8XAZ2, UniRef:UniRef90_Q8FHF2
contig_1	cds	26274	27188	-	BPGCJJ_00023	yneE	Voltage-dependent anion channel-forming protein YneE	COG:COG3781, COG:P, GO:0005254, GO:0005886, GO:0071978, RefSeq:WP_001306069.1, SO:0001217, UniParc:UPI00018864E8, UniRef:UniRef100_A0A0D6IMS2, UniRef:UniRef50_P76146, UniRef:UniRef90_P76146
contig_1	cds	27385	28836	-	BPGCJJ_00024	uxaB	tagaturonate reductase	BlastRules:WP_000854633, COG:COG0246, COG:G, EC:1.1.1.58, GO:0009026, RefSeq:WP_000854637.1, SO:0001217, UniParc:UPI0000D5093E, UniRef:UniRef100_B7URP8, UniRef:UniRef50_P0A6L8, UniRef:UniRef90_P0A6L8
contig_1	cds	28889	29035	-	BPGCJJ_00025		hypothetical protein	SO:0001217, UniParc:UPI000245EAB7, UniRef:UniRef100_A0A2I5SNE4, UniRef:UniRef50_V0X9C1, UniRef:UniRef90_A0A447XXH6
contig_1	cds	29063	30481	-	BPGCJJ_00026	gGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	COG:COG2199, COG:T, SO:0001217, UniRef:UniRef50_D2AFR5, UniRef:UniRef90_A0A376K413
contig_1	cds	30620	30979	-	BPGCJJ_00027		glutaminase	RefSeq:WP_001191031.1, SO:0001217, UniParc:UPI00000DEBAC, UniRef:UniRef100_A0A377K717, UniRef:UniRef50_A0A377K717, UniRef:UniRef90_A0A377K717
contig_1	cds	30979	31905	-	BPGCJJ_00028	glsB	glutaminase B	COG:COG2066, COG:E, EC:3.5.1.2, GO:0004359, GO:0006537, GO:0006541, GO:0006543, RefSeq:WP_000257409.1, SO:0001217, UniParc:UPI000012B7E5, UniRef:UniRef100_P0A6W2, UniRef:UniRef50_A8AGR2, UniRef:UniRef90_A8AGR2
contig_1	cds	31969	33357	-	BPGCJJ_00029	sad	succinate-semialdehyde dehydrogenase	COG:COG1012, COG:I, EC:1.2.1.24, GO:0004030, SO:0001217, UniRef:UniRef50_P76149, UniRef:UniRef90_A0A376RID1
contig_1	cds	33458	34339	+	BPGCJJ_00030	yneJ	Uncharacterized HTH-type transcriptional regulator YneJ	COG:COG0583, COG:K, GO:0000976, GO:0003700, GO:0006355, RefSeq:WP_000366517.1, SO:0001217, UniParc:UPI00000DEBAE, UniRef:UniRef100_A0A0D8VTX1, UniRef:UniRef50_P77309, UniRef:UniRef90_P77309
contig_1	cds	34678	35868	+	BPGCJJ_00031	ydeA	L-arabinose MFS transporter	BlastRules:WP_000210799, COG:COG2814, COG:G, GO:0005886, GO:0015144, GO:0022857, GO:0055085, RefSeq:WP_000210774.1, SO:0001217, UniParc:UPI00000DEBAF, UniRef:UniRef100_B7URQ4, UniRef:UniRef50_P31122, UniRef:UniRef90_P31122
contig_1	cds	35893	36558	-	BPGCJJ_00032	marC	NAAT family transporter MarC	BlastRules:WP_000885033, COG:COG2095, COG:E, GO:0005886, GO:0016020, RefSeq:WP_000885042.1, SO:0001217, UniParc:UPI00000DEBB0, UniRef:UniRef100_A1ABA8, UniRef:UniRef50_Q7ADY8, UniRef:UniRef90_Q7ADY8
contig_1	cds	36770	37204	+	BPGCJJ_00033	marR	multiple antibiotic resistance transcriptional regulator MarR	COG:COG1846, COG:K, GO:0003677, GO:0003700, GO:0006355, GO:0009408, GO:0045892, GO:0071236, RefSeq:WP_000799375.1, SO:0001217, UniParc:UPI00005EFCB5, UniRef:UniRef100_A0A234FUK0, UniRef:UniRef50_P27245, UniRef:UniRef90_P27245
contig_1	cds	37225	37608	+	BPGCJJ_00034	marA	MDR efflux pump AcrAB transcriptional activator MarA	COG:COG2207, COG:K, GO:0003700, GO:0043565, GO:0046677, RefSeq:WP_000091198.1, SO:0001217, UniParc:UPI0000DACE4F, UniRef:UniRef100_A0A0D6IMV2, UniRef:UniRef50_P0A2S6, UniRef:UniRef90_P0A2S6
contig_1	cds	37640	37858	+	BPGCJJ_00035	marB	multiple antibiotic resistance protein MarB	RefSeq:WP_000803537.1, SO:0001217, UniParc:UPI00000DEBB2, UniRef:UniRef100_A0A0D8VTX8, UniRef:UniRef50_A0A090V5P9, UniRef:UniRef90_A0A193LS00
contig_1	cds	37915	39354	-	BPGCJJ_00036		Carbohydrate-specific outer membrane porin	KEGG:K10124, RefSeq:WP_000012592.1, SO:0001217, UniParc:UPI0001A654C8, UniRef:UniRef100_A0A484X827, UniRef:UniRef50_A0A484X827, UniRef:UniRef90_A0A484X827
contig_1	cds	39378	40376	-	BPGCJJ_00037	lamB	LamB porin	SO:0001217, UniRef:UniRef50_A0A141RLL7, UniRef:UniRef90_A0A141RLL7
contig_1	cds	40404	41051	-	BPGCJJ_00038		Carbohydrate-specific outer membrane porin	SO:0001217, UniRef:UniRef50_A0A377K6A2, UniRef:UniRef90_A0A377K6A2
contig_1	cds	41106	41417	-	BPGCJJ_00039	lacF	N,N'-diacetylchitobiose-specific phosphotransferase enzyme IIA component	EC:2.7.1.196, EC:2.7.1.205, KEGG:K02759, RefSeq:WP_001304363.1, SO:0001217, UniParc:UPI00019F3989, UniRef:UniRef100_A0A0D6IN81, UniRef:UniRef50_J7QEF1, UniRef:UniRef90_J7QEF1
contig_1	cds	41445	42767	-	BPGCJJ_00040		Permease IIC component	RefSeq:WP_001332138.1, SO:0001217, UniParc:UPI0000E44FD3, UniRef:UniRef100_A0A1V2T8S2, UniRef:UniRef50_A0A0K2LG90, UniRef:UniRef90_A0A061K1I5
contig_1	cds	42882	43193	-	BPGCJJ_00041		Cellobiose-specific phosphotransferase enzyme IIB component	RefSeq:WP_000722574.1, SO:0001217, UniParc:UPI00000DEBB6, UniRef:UniRef100_A0A0D6IMX9, UniRef:UniRef50_A0A0J3VF43, UniRef:UniRef90_A0A0J3VF43
contig_1	cds	43392	44090	+	BPGCJJ_00042	gntR	GntR family transcriptional regulator	RefSeq:WP_000577184.1, SO:0001217, UniParc:UPI00000DEBB7, UniRef:UniRef100_E2QM82, UniRef:UniRef50_E2QM82, UniRef:UniRef90_E2QM82
contig_1	cds	44135	45034	-	BPGCJJ_00043	eamA	O-acetylserine/cysteine exporter	COG:COG0697, COG:GER, GO:0005886, GO:0015562, GO:0016020, GO:0033228, GO:0070301, RefSeq:WP_000087205.1, SO:0001217, UniParc:UPI00005EFCB0, UniRef:UniRef100_A0A176ZW88, UniRef:UniRef50_P31125, UniRef:UniRef90_P31125
contig_1	cds	45229	46416	+	BPGCJJ_00044	ydeE	efflux MFS transporter YdeE	COG:COG2814, COG:G, GO:0022857, GO:0055085, RefSeq:WP_001054155.1, SO:0001217, UniParc:UPI0000D50946, UniRef:UniRef100_A0A2G8ZWW9, UniRef:UniRef50_P31126, UniRef:UniRef90_A0A454A463
contig_1	cds	46543	46638	+	BPGCJJ_00045	mgtS	protein MgtS	BlastRules:WP_000901367, GO:0005886, GO:0010350, RefSeq:WP_000901367.1, SO:0001217, UniParc:UPI00000502F7, UniRef:UniRef100_A5A616, UniRef:UniRef50_A5A616, UniRef:UniRef90_A5A616
contig_1	ncRNA	46632	46845	-	BPGCJJ_00046	STnc560	STnc560 Hfq binding RNA	RFAM:RF01407, SO:0000655
contig_1	cds	46857	47747	-	BPGCJJ_00047	dgcZ	diguanylate cyclase DgcZ	BlastRules:WP_000592814, COG:COG2199, COG:T, EC:2.7.7.65, GO:0005525, GO:0005886, GO:0008152, GO:0008270, GO:0042802, GO:0042803, GO:0043709, GO:0052621, GO:0060187, GO:1900233, GO:1902201, GO:1902209, RefSeq:WP_000592858.1, SO:0001217, UniParc:UPI00018864F3, UniRef:UniRef100_A0A2I5SNH2, UniRef:UniRef50_P31129, UniRef:UniRef90_P31129
contig_1	cds	48255	50300	-	BPGCJJ_00048	dcp	peptidyl-dipeptidase Dcp	COG:COG0339, COG:O, EC:3.4.15.5, GO:0006508, GO:0008237, RefSeq:WP_001350650.1, SO:0001217, UniParc:UPI0000E44FD5, UniRef:UniRef100_A0A234DG61, UniRef:UniRef50_P24171, UniRef:UniRef90_A0A376KXS0
contig_1	cds	50437	51183	+	BPGCJJ_00049	ydfG	bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG	COG:C, COG:COG4221, EC:1.1.1.298, EC:1.1.1.381, GO:0016491, GO:0035527, RefSeq:WP_000636575.1, SO:0001217, UniParc:UPI0000E44FD6, UniRef:UniRef100_A0A066R614, UniRef:UniRef50_P39831, UniRef:UniRef90_P39831
contig_1	cds	51272	51958	+	BPGCJJ_00050	ydfH	DNA-binding transcriptional regulator YdfH	BlastRules:WP_000215549, COG:COG1802, COG:K, GO:0003677, GO:0003700, RefSeq:WP_000215549.1, SO:0001217, UniParc:UPI000013A974, UniRef:UniRef100_P0ACM2, UniRef:UniRef50_P0ACM2, UniRef:UniRef90_P0ACM2
contig_1	cds	52135	52338	+	BPGCJJ_00051	ydfZ	Putative selenoprotein YdfZ	GO:0005829, RefSeq:WP_000214712.1, SO:0001217, UniParc:UPI000013A97E, UniRef:UniRef100_P64465, UniRef:UniRef50_P64465, UniRef:UniRef90_P64465
contig_1	cds	52374	53834	-	BPGCJJ_00052	ydfI	Uncharacterized oxidoreductase YdfI	COG:COG0246, COG:G, EC:1.-.-.-, GO:0016616, GO:0019594, RefSeq:WP_000526706.1, SO:0001217, UniParc:UPI00000DEBBE, UniRef:UniRef100_A0A2G8ZWX5, UniRef:UniRef50_P77260, UniRef:UniRef90_P77260
contig_1	cds	53923	54171	-	BPGCJJ_00053	ydfJ	Putative transporter YdfJ	COG:COG2271, COG:G, GO:0005267, GO:0005886, GO:0015293, SO:0001217, UniParc:UPI0001E35E29, UniRef:UniRef100_A0A1Y5BUZ1, UniRef:UniRef50_P77228, UniRef:UniRef90_P77228
contig_1	cds	54335	55354	-	BPGCJJ_00054	rspB	Zn-dependent oxidoreductase	EC:1.1.1.-, GO:0008270, GO:0016491, RefSeq:WP_000836075.1, SO:0001217, UniParc:UPI00018864FC, UniRef:UniRef100_A0A234HF78, UniRef:UniRef50_P38105, UniRef:UniRef90_P38105
contig_1	cds	55366	56580	-	BPGCJJ_00055	rspA	starvation-sensing protein RspA	BlastRules:WP_001295394, COG:COG4948, COG:MR, EC:4.2.1.-, EC:4.2.1.8, GO:0000287, GO:0008927, GO:0009063, GO:0016052, KEGG:K08323, RefSeq:WP_001298659.1, SO:0001217, UniParc:UPI00005EFD1E, UniRef:UniRef100_Q8FHC7, UniRef:UniRef50_Q8FHC7, UniRef:UniRef90_Q8FHC7
contig_1	cds	56786	57112	-	BPGCJJ_00056	ynfA	YnfA family protein	COG:COG1742, COG:R, GO:0005886, GO:0016020, KEGG:K09771, RefSeq:WP_001304355.1, SO:0001217, UniParc:UPI0000191EA9, UniRef:UniRef100_B7URS1, UniRef:UniRef50_Q0T4M5, UniRef:UniRef90_Q0T4M5
contig_1	cds	57247	57588	+	BPGCJJ_00057	ynfB	DUF1283 domain-containing protein	GO:0009279, RefSeq:WP_000705201.1, SO:0001217, UniParc:UPI00000E49FF, UniRef:UniRef100_B7URS2, UniRef:UniRef50_A8AGU6, UniRef:UniRef90_Q8X7A0
contig_1	cds	57623	58183	+	BPGCJJ_00058	speG	spermidine N1-acetyltransferase	COG:COG1670, COG:JO, EC:2.3.1.57, GO:0008080, RefSeq:WP_001138584.1, SO:0001217, UniParc:UPI00000DEBC3, UniRef:UniRef100_A0A376PVX6, UniRef:UniRef50_P0A952, UniRef:UniRef90_A0A381G7C2
contig_1	cds	58186	58932	-	BPGCJJ_00059	ynfC	YnfC family lipoprotein	GO:0005886, RefSeq:WP_000572365.1, SO:0001217, UniParc:UPI0000D5094C, UniRef:UniRef100_A0A0E2L6G1, UniRef:UniRef50_Q8X799, UniRef:UniRef90_Q8X799
contig_1	cds	59004	59309	+	BPGCJJ_00060	ynfD	Uncharacterized protein YnfD	RefSeq:WP_000778146.1, SO:0001217, UniParc:UPI0000DACE53, UniRef:UniRef100_A0A0D8VXA6, UniRef:UniRef50_P76172, UniRef:UniRef90_P76172
contig_1	cds	59508	61934	+	BPGCJJ_00061	ynfE	selenate/tellurate reductase subunit YnfE	COG:C, COG:COG0243, EC:1.8.99.-, GO:0005886, GO:0009055, GO:0009061, GO:0009389, GO:0030151, GO:0030288, GO:0033797, GO:0043546, GO:0051539, RefSeq:WP_000041666.1, SO:0001217, UniParc:UPI00000E4A01, UniRef:UniRef100_A0A2R9W768, UniRef:UniRef50_P77374, UniRef:UniRef90_P77374
contig_1	cds	62022	64418	+	BPGCJJ_00062	ynfF	selenate/tellurate reductase subunit YnfF	COG:C, COG:COG0243, EC:1.8.99.-, GO:0005886, GO:0009055, GO:0009061, GO:0009389, GO:0030151, GO:0030288, GO:0033797, GO:0043546, GO:0051539, GO:1990204, SO:0001217, UniParc:UPI0002328CC0, UniRef:UniRef100_A0A266FH00, UniRef:UniRef50_P77783, UniRef:UniRef90_P77783
contig_1	cds	64429	65046	+	BPGCJJ_00063	ynfG	DMSO/selenate family reductase complex B subunit	EC:1.8.5.3, GO:0009061, GO:0046872, GO:0051539, GO:1990204, KEGG:K07307, RefSeq:WP_000213028.1, SO:0001217, UniParc:UPI00000D0D9C, UniRef:UniRef100_P0AAJ2, UniRef:UniRef50_P0AAJ2, UniRef:UniRef90_P0AAJ2
contig_1	cds	65048	65902	+	BPGCJJ_00064		Dimethyl sulfoxide reductase anchor subunit	RefSeq:WP_000526507.1, SO:0001217, UniParc:UPI00000DEBC6, UniRef:UniRef100_A0A2S4AGJ7, UniRef:UniRef50_A0A3S7DBF3, UniRef:UniRef90_A0A2S4AGJ7
contig_1	cds	65945	66559	+	BPGCJJ_00065	dmsD	Tat proofreading chaperone DmsD	COG:COG3381, COG:O, GO:0005048, GO:0061077, RefSeq:WP_000148695.1, SO:0001217, UniParc:UPI0001610B7B, UniRef:UniRef100_A0A0D8VRU7, UniRef:UniRef50_Q8ZPK0, UniRef:UniRef90_P69854
contig_1	cds	66756	67937	+	BPGCJJ_00066	clcB	voltage-gated ClC-type chloride channel ClcB	COG:COG0038, COG:P, GO:0005247, GO:0005886, GO:0006821, GO:0010447, GO:0016020, GO:0034707, GO:0034765, RefSeq:WP_001332134.1, SO:0001217, UniParc:UPI0001610B7A, UniRef:UniRef100_A0A2G8ZY57, UniRef:UniRef50_Q8ZPK5, UniRef:UniRef90_Q8X794
contig_1	cds	67890	68585	-	BPGCJJ_00067	bioD	dethiobiotin synthase	COG:COG0132, COG:H, EC:6.3.3.3, GO:0000287, GO:0004141, GO:0005524, GO:0005829, GO:0009102, GO:0042803, KEGG:K01935, RefSeq:WP_000919226.1, SO:0001217, UniParc:UPI0000DACE54, UniRef:UniRef100_E2QMF6, UniRef:UniRef50_P0A6F0, UniRef:UniRef90_P0A6F0
contig_1	cds	68710	69930	-	BPGCJJ_00068	mlc	DNA-binding transcriptional repressor Mlc	BlastRules:WP_000225262, COG:COG1940, COG:GK, GO:0003677, GO:0005737, GO:0005975, GO:0006351, GO:0006355, GO:0016020, GO:0042802, GO:0046872, RefSeq:WP_000225276.1, SO:0001217, UniParc:UPI00000D0AA3, UniRef:UniRef100_C3T9C7, UniRef:UniRef50_P50456, UniRef:UniRef90_P50456
contig_1	cds	70065	70958	-	BPGCJJ_00069	ynfL	Uncharacterized HTH-type transcriptional regulator YnfL	COG:COG0583, COG:K, GO:0003677, GO:0003700, GO:0006355, GO:0032993, RefSeq:WP_001047547.1, SO:0001217, UniParc:UPI00000DEBCA, UniRef:UniRef100_A0A0D8VU77, UniRef:UniRef50_P77559, UniRef:UniRef90_P77559
contig_1	cds	71065	72318	+	BPGCJJ_00070	ynfM	Inner membrane transport protein YnfM	COG:COG2814, COG:G, GO:0005886, GO:0022857, RefSeq:WP_000091856.1, SO:0001217, UniParc:UPI00000DEBCB, UniRef:UniRef100_A0A1V2T4G6, UniRef:UniRef50_P43531, UniRef:UniRef90_P43531
contig_1	cds	72743	73051	+	BPGCJJ_00071	asr	acid resistance repetitive basic protein Asr	GO:0042597, NCBIProtein:BAA15331.2, RefSeq:WP_001362115.1, SO:0001217, UniParc:UPI00001A3AB3, UniRef:UniRef100_B7M9V0, UniRef:UniRef50_Q83RD2, UniRef:UniRef90_Q8X783
contig_1	sorf	73144	73227	+	BPGCJJ_00072	ydgU	Uncharacterized protein YdgU	RefSeq:WP_000233090.1, SO:0001217, UniParc:UPI00016A062F, UniRef:UniRef100_A0A024L397, UniRef:UniRef50_A5A617, UniRef:UniRef90_A5A617
contig_1	cds	73327	74148	+	BPGCJJ_00073	ydgD	Uncharacterized serine protease YdgD	COG:COG3591, COG:O, EC:3.4.21.-, GO:0004252, GO:0006508, RefSeq:WP_001260849.1, SO:0001217, UniParc:UPI00000E4A05, UniRef:UniRef100_E2QMG1, UniRef:UniRef50_P76176, UniRef:UniRef90_P76176
contig_1	cds	74187	74516	-	BPGCJJ_00074	mdtI	multidrug/spermidine efflux SMR transporter subunit MdtI	BlastRules:WP_000046661, COG:COG2076, COG:V, GO:0005886, GO:0015606, GO:0042221, RefSeq:WP_000046661.1, SO:0001217, UniParc:UPI000013A98B, UniRef:UniRef100_A7ZM58, UniRef:UniRef50_Q83RD1, UniRef:UniRef90_Q83RD1
contig_1	cds	74503	74868	-	BPGCJJ_00075	mdtJ	multidrug/spermidine efflux SMR transporter subunit MdtJ	COG:COG2076, COG:V, GO:0005886, GO:0015606, GO:0015848, GO:0016020, GO:0042221, RefSeq:WP_000276149.1, SO:0001217, UniParc:UPI000013A98D, UniRef:UniRef100_A7ZM59, UniRef:UniRef50_A1JRE8, UniRef:UniRef90_Q8FHB4
contig_1	cds	75279	76313	+	BPGCJJ_00076	tqsA	AI-2 transporter TqsA	BlastRules:WP_001118241, RefSeq:WP_001118215.1, SO:0001217, UniParc:UPI00000DEBCF, UniRef:UniRef100_A0A023KNL5, UniRef:UniRef90_P0AFS5
contig_1	cds	76338	77726	-	BPGCJJ_00077	pntB	Re/Si-specific NAD(P)(+) transhydrogenase subunit beta	COG:C, COG:COG1282, EC:7.1.1.1, GO:0005886, GO:0008750, GO:0016020, GO:0050661, GO:0071704, RefSeq:WP_000014036.1, SO:0001217, UniParc:UPI0000131D63, UniRef:UniRef100_P0AB69, UniRef:UniRef50_P0AB69, UniRef:UniRef90_P0AB69
contig_1	cds	77737	79269	-	BPGCJJ_00078	pntA	Re/Si-specific NAD(P)(+) transhydrogenase subunit alpha	COG:C, COG:COG3288, EC:1.6.1.2, EC:7.1.1.1, GO:0005886, GO:0006740, GO:0008746, GO:0008750, GO:0046983, GO:0050661, GO:0120029, RefSeq:WP_001298661.1, SO:0001217, UniParc:UPI0000DACE55, UniRef:UniRef100_E2QMG6, UniRef:UniRef50_P07001, UniRef:UniRef90_P07001
contig_1	cds	79793	80737	+	BPGCJJ_00079	ydgH	DUF1471 domain-containing protein	RefSeq:WP_000769322.1, SO:0001217, UniParc:UPI00000D0AAF, UniRef:UniRef100_C3T982, UniRef:UniRef50_P76177, UniRef:UniRef90_P76177
contig_1	cds	80923	82305	+	BPGCJJ_00080	ydgI	Putative arginine/ornithine antiporter	COG:COG0531, COG:E, GO:0005886, GO:0006865, GO:0015297, RefSeq:WP_000412387.1, SO:0001217, UniParc:UPI0000D50952, UniRef:UniRef100_A0A0D8VRW3, UniRef:UniRef50_P0AAE6, UniRef:UniRef90_P0AAE6
contig_1	cds	82342	83064	+	BPGCJJ_00081	folM	dihydromonapterin reductase	COG:COG1028, COG:I, EC:1.5.1.50, GO:0004146, GO:0006730, GO:0016491, RefSeq:WP_000520811.1, SO:0001217, UniParc:UPI0000D50953, UniRef:UniRef100_A1ABF1, UniRef:UniRef50_A8AGY5, UniRef:UniRef90_Q8FHB1
