# Annotated with Bakta
# Software: v1.10.1
# Database: v5.1, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
contig_1	cds	12439	14187	-	GPCFHD_00011	msbA	lipid A ABC transporter ATP-binding protein/permease MsbA	COG:COG1132, COG:V, EC:7.5.2.5, EC:7.5.2.6, GO:0005524, GO:0005886, GO:0016020, GO:0016887, GO:0034040, GO:0055085, GO:0140359, RefSeq:WP_000551259.1, SO:0001217, UniParc:UPI00000DE953, UniRef:UniRef100_Q0TJD9, UniRef:UniRef50_Q9KQW9, UniRef:UniRef90_P60753
contig_1	cds	14224	16488	-	GPCFHD_00012	ycaI	ComEC family protein	GO:0005886, GO:0016020, GO:0030420, RefSeq:WP_001538517.1, SO:0001217, UniParc:UPI0002A3317C, UniRef:UniRef100_A0A6C7H6Q8, UniRef:UniRef50_P37443, UniRef:UniRef90_P37443
contig_1	cds	16694	16978	-	GPCFHD_00013	ihfB	integration host factor subunit beta	COG:COG0776, COG:L, GO:0003677, GO:0005694, GO:0006310, GO:0006355, GO:0006417, GO:0030527, GO:0075713, RefSeq:WP_000167336.1, SO:0001217, UniParc:UPI0000111D90, UniRef:UniRef100_A7ZK01, UniRef:UniRef50_A1WUI6, UniRef:UniRef90_A6T704
contig_1	cds	17138	18811	-	GPCFHD_00014	rpsA	30S ribosomal protein S1	COG:COG0539, COG:J, GO:0003723, GO:0003735, GO:0005840, GO:0006412, GO:1990904, RefSeq:WP_001538516.1, SO:0001217, UniParc:UPI0002A23F9B, UniRef:UniRef100_A0A8B5HQS5, UniRef:UniRef50_P0AG69, UniRef:UniRef90_P0AG69
contig_1	cds	18922	19605	-	GPCFHD_00015	cmk	(d)CMP kinase	COG:COG0283, COG:F, EC:2.7.4.25, GO:0004127, GO:0005524, GO:0005829, GO:0006220, GO:0015949, GO:0016310, GO:0036430, GO:0036431, RefSeq:WP_000125016.1, SO:0001217, UniParc:UPI0000110D23, UniRef:UniRef100_A7ZJZ9, UniRef:UniRef50_P43892, UniRef:UniRef90_Q8ZQC4
contig_1	cds	19778	20542	-	GPCFHD_00016	ycaL	metallopeptidase YcaL	BlastRules:WP_001350496, COG:COG0501, COG:O, EC:3.4.-.-, GO:0004222, GO:0005886, GO:0008237, GO:0016020, GO:0046872, GO:0051603, RefSeq:WP_001313710.1, SO:0001217, UniParc:UPI0001886508, UniRef:UniRef100_A0A0D6ICW0, UniRef:UniRef50_P25894, UniRef:UniRef90_P43674
contig_1	cds	20712	21995	-	GPCFHD_00017	aroA	3-phosphoshikimate 1-carboxyvinyltransferase	COG:COG0128, COG:E, EC:2.5.1.19, GO:0003866, GO:0005737, GO:0008652, GO:0009073, GO:0009423, RefSeq:WP_001538515.1, SO:0001217, UniParc:UPI0002A203BF, UniRef:UniRef100_A0A377K8J2, UniRef:UniRef50_Q9KRB0, UniRef:UniRef90_Q8FJB6
contig_1	cds	22066	23154	-	GPCFHD_00018	serC	3-phosphoserine/phosphohydroxythreonine transaminase	COG:COG1932, COG:HE, EC:2.6.1.52, GO:0003824, GO:0004648, GO:0005737, GO:0006564, GO:0008615, GO:0030170, RefSeq:WP_000057159.1, SO:0001217, UniParc:UPI0001FAC68A, UniRef:UniRef100_A0A3L2TIK0, UniRef:UniRef50_Q8XEA7, UniRef:UniRef90_Q8XEA7
contig_1	cds	23353	24045	-	GPCFHD_00019	ycaP	UPF0702 transmembrane protein YcaP	GO:0005886, RefSeq:WP_000642852.1, SO:0001217, UniParc:UPI00000DE94C, UniRef:UniRef100_E2QJB7, UniRef:UniRef50_P75839, UniRef:UniRef90_P75839
contig_1	cds	24175	25935	+	GPCFHD_00020	ycaO	30S ribosomal protein S12 methylthiotransferase accessory factor YcaO	COG:COG1944, COG:J, GO:0000287, GO:0005829, GO:0047693, RefSeq:WP_000194829.1, SO:0001217, UniParc:UPI000187B8A0, UniRef:UniRef100_A0A0G9FRB7, UniRef:UniRef50_P75838, UniRef:UniRef90_P75838
contig_1	cds	26002	27198	+	GPCFHD_00021	focA	formate transporter FocA	COG:COG2116, COG:P, SO:0001217, UniParc:UPI0000167D99, UniRef:UniRef100_A0A0D6ICT6, UniRef:UniRef50_C9Y062, UniRef:UniRef90_D2ABF7
contig_1	cds	27253	29535	+	GPCFHD_00022	pflB	formate C-acetyltransferase	COG:C, COG:COG1882, EC:2.3.1.54, GO:0005737, GO:0005829, GO:0006006, GO:0006113, GO:0008861, GO:0015942, GO:0016020, RefSeq:WP_001292822.1, SO:0001217, UniParc:UPI00000480DD, UniRef:UniRef100_P09373, UniRef:UniRef50_P09373, UniRef:UniRef90_P09373
contig_1	cds	29727	30467	+	GPCFHD_00023	pflA	pyruvate formate lyase 1-activating protein	COG:COG1180, COG:O, EC:1.97.1.4, GO:0005737, GO:0006006, GO:0043365, GO:0046872, GO:0051539, KEGG:K04069, RefSeq:WP_000111043.1, SO:0001217, UniParc:UPI00001653E2, UniRef:UniRef100_P0A9N6, UniRef:UniRef50_P43751, UniRef:UniRef90_P0A9N6
contig_1	cds	30564	31712	-	GPCFHD_00024	ycaD	MFS transporter	COG:COG2814, COG:G, GO:0005886, GO:0022857, RefSeq:WP_001538514.1, SO:0001217, UniParc:UPI0002A24131, UniRef:UniRef100_A0A8B5HQR6, UniRef:UniRef50_Q8Z810, UniRef:UniRef90_B7NAP9
contig_1	cds	32026	32652	+	GPCFHD_00025	ycaC	isochorismate family cysteine hydrolase YcaC	COG:COG1335, COG:HR, EC:4.-.-.-, GO:0005829, GO:0016020, GO:0016787, GO:0016829, GO:0042802, RefSeq:WP_000165876.1, SO:0001217, UniParc:UPI00000D026E, UniRef:UniRef100_C3TGG7, UniRef:UniRef50_P21367, UniRef:UniRef90_P21367
contig_1	cds	32688	33551	-	GPCFHD_00026	dmsC	dimethyl sulfoxide reductase anchor subunit DmsC	BlastRules:WP_000534637, COG:C, COG:COG3302, EC:1.8.5.3, GO:0005886, GO:0009061, GO:0009389, GO:0009390, GO:0018907, GO:0019645, RefSeq:WP_001357121.1, SO:0001217, UniParc:UPI0001F656A0, UniRef:UniRef100_A0A3Q0PB52, UniRef:UniRef50_P18777, UniRef:UniRef90_P18777
contig_1	cds	33553	34170	-	GPCFHD_00027	dmsB	DMSO/selenate family reductase complex B subunit	EC:1.8.5.3, GO:0009061, GO:0009389, GO:0009390, GO:0018907, GO:0019645, GO:0046872, GO:0051539, RefSeq:WP_000213098.1, SO:0001217, UniParc:UPI000016805B, UniRef:UniRef100_P18776, UniRef:UniRef50_P18776, UniRef:UniRef90_P18776
contig_1	cds	34181	36625	-	GPCFHD_00028	dmsA	dimethylsulfoxide reductase subunit A	COG:C, COG:COG0243, EC:1.8.5.3, GO:0005886, GO:0009055, GO:0009061, GO:0009389, GO:0009390, GO:0018907, GO:0019645, GO:0030151, GO:0030288, GO:0043546, GO:0051539, RefSeq:WP_001538513.1, SO:0001217, UniParc:UPI0002A268B9, UniRef:UniRef100_A0A7B5JWL6, UniRef:UniRef50_P18775, UniRef:UniRef90_P18775
contig_1	ncRNA	36716	36850	+	GPCFHD_00029	STnc130	Enterobacteria sRNA STnc130	RFAM:RF02084, SO:0000655
contig_1	cds	36864	38156	-	GPCFHD_00030	serS	serine--tRNA ligase	COG:COG0172, COG:J, EC:6.1.1.11, GO:0004828, GO:0005524, GO:0005737, GO:0006434, GO:0016260, RefSeq:WP_000886683.1, SO:0001217, UniParc:UPI000013667C, UniRef:UniRef100_A7ZJW2, UniRef:UniRef50_Q6F8G5, UniRef:UniRef90_A6T6Z0
contig_1	cds	38247	39590	-	GPCFHD_00031	rarA	replication-associated recombination protein RarA	BlastRules:WP_000067755, COG:COG2256, COG:L, GO:0000731, GO:0003677, GO:0005524, GO:0006261, GO:0006310, GO:0008047, GO:0008094, GO:0016887, GO:0017116, GO:0030894, GO:0042802, GO:0051289, RefSeq:WP_000067755.1, SO:0001217, UniParc:UPI000013A58B, UniRef:UniRef100_P0AAZ6, UniRef:UniRef50_P0AAZ6, UniRef:UniRef90_P0AAZ6
contig_1	cds	39601	40212	-	GPCFHD_00032	lolA	outer membrane lipoprotein chaperone LolA	COG:COG2834, COG:M, GO:0008320, GO:0009306, GO:0042597, GO:0042953, GO:0044874, RefSeq:WP_001295343.1, SO:0001217, UniParc:UPI000012E7AE, UniRef:UniRef100_A7ZJW0, UniRef:UniRef50_Q8Z813, UniRef:UniRef90_A4W8R5
contig_1	cds	40371	44360	-	GPCFHD_00033	ftsK	DNA translocase FtsK	BlastRules:WP_001542260, GO:0003677, GO:0005524, GO:0005886, GO:0007059, GO:0051301, RefSeq:WP_001675097.1, SO:0001217, UniParc:UPI0002A328ED, UniRef:UniRef100_A0A377KAP0, UniRef:UniRef50_Q8FJC7, UniRef:UniRef90_Q8FJC7
contig_1	cds	44495	44989	-	GPCFHD_00034	lrp	leucine-responsive transcriptional regulator Lrp	COG:COG1522, COG:K, GO:0006355, GO:0043565, RefSeq:WP_000228473.1, SO:0001217, UniParc:UPI00001653E1, UniRef:UniRef100_P0ACJ2, UniRef:UniRef50_P0A2S0, UniRef:UniRef90_P0A2S0
contig_1	cds	45428	46498	+	GPCFHD_00035	trxB	thioredoxin-disulfide reductase	COG:COG0492, COG:O, EC:1.8.1.9, GO:0004791, GO:0019430, SO:0001217, UniParc:UPI00005EF83D, UniRef:UniRef100_A0A1Y5BF13, UniRef:UniRef50_A0A0G3G9J3, UniRef:UniRef90_A0A1Y5BF13
contig_1	cds	46621	48387	+	GPCFHD_00036	cydD	cysteine/glutathione ABC transporter permease/ATP-binding protein CydD	COG:CO, COG:COG4988, EC:7.4.2.-, GO:0005524, GO:0005886, GO:0016020, GO:0016887, GO:0033228, GO:0034040, GO:0034775, GO:0042626, GO:0042883, GO:0043190, GO:0045454, GO:0055085, GO:0140359, RefSeq:WP_001043558.1, SO:0001217, UniParc:UPI00005EF83C, UniRef:UniRef100_A0A192EM02, UniRef:UniRef50_P29018, UniRef:UniRef90_P29018
contig_1	cds	48388	50109	+	GPCFHD_00037	cydC	cysteine/glutathione ABC transporter ATP-binding protein/permease CydC	COG:CO, COG:COG4987, EC:7.4.2.-, GO:0005524, GO:0005886, GO:0016020, GO:0016887, GO:0033228, GO:0034775, GO:0042626, GO:0043190, GO:0045454, GO:0070453, GO:0140359, RefSeq:WP_001202199.1, SO:0001217, UniParc:UPI00005EF83B, UniRef:UniRef100_A0A192ENH2, UniRef:UniRef50_P23886, UniRef:UniRef90_P23886
contig_1	cds	50151	50855	+	GPCFHD_00038	aat	leucyl/phenylalanyl-tRNA--protein transferase	COG:COG2360, COG:O, EC:2.3.2.6, GO:0005737, GO:0006508, GO:0008914, GO:0030163, KEGG:K00684, RefSeq:WP_001241673.1, SO:0001217, UniParc:UPI0000D50797, UniRef:UniRef100_B7MHJ7, UniRef:UniRef50_Q8X5I5, UniRef:UniRef90_Q8X5I5
contig_1	cds	51140	51358	+	GPCFHD_00039	infA	translation initiation factor IF-1	COG:COG0361, COG:J, GO:0003743, GO:0005737, GO:0006413, GO:0019843, GO:0043022, RefSeq:WP_001040187.1, SO:0001217, UniParc:UPI000005A08B, UniRef:UniRef100_A8AIJ9, UniRef:UniRef50_A8AZK3, UniRef:UniRef90_A8H5L4
contig_1	tRNA	51612	51699	+	GPCFHD_00040	trnS	tRNA-Ser(gga)	SO:0000269
contig_1	cds	52102	54378	-	GPCFHD_00041	clpA	ATP-dependent Clp protease ATP-binding subunit ClpA	COG:COG0542, COG:O, EC:3.4.21.92, GO:0005524, GO:0016887, GO:0043335, RefSeq:WP_001538509.1, SO:0001217, UniParc:UPI0002A30674, UniRef:UniRef100_A0A8B5HQU3, UniRef:UniRef50_P0ABI1, UniRef:UniRef90_Q7UD66
contig_1	cds	54409	54729	-	GPCFHD_00042	clpS	ATP-dependent Clp protease adapter ClpS	COG:COG2127, COG:O, GO:0006508, GO:0030163, RefSeq:WP_001538508.1, SO:0001217, UniParc:UPI0002A3A81A, UniRef:UniRef100_A0A8B5HRQ6, UniRef:UniRef50_Q7N6F7, UniRef:UniRef90_A7ZJU9
contig_1	sorf	54828	54902	-	GPCFHD_00043	yljB	Protein YljB	RefSeq:WP_001406719.1, SO:0001217, UniParc:UPI0001888297, UniRef:UniRef100_P0DSE8, UniRef:UniRef50_P0DSE8, UniRef:UniRef90_P0DSE8
contig_1	cds	55052	55276	+	GPCFHD_00044	cspD	cold shock-like protein CspD	COG:COG1278, COG:K, GO:0003677, GO:0003723, GO:0005829, GO:0006355, GO:0008156, RefSeq:WP_000410785.1, SO:0001217, UniParc:UPI0000128582, UniRef:UniRef100_P0A970, UniRef:UniRef50_P0A970, UniRef:UniRef90_P0A970
contig_1	cds	55349	57295	-	GPCFHD_00045	macB	macrolide ABC transporter ATP-binding protein/permease MacB	COG:COG1136, COG:M, EC:7.6.2.-, GO:0005524, GO:0005886, GO:0016887, GO:0022857, GO:0046677, GO:1990195, RefSeq:WP_001538507.1, SO:0001217, UniParc:UPI0002A2465D, UniRef:UniRef100_A0A7B5JYA6, UniRef:UniRef50_P75831, UniRef:UniRef90_P75831
contig_1	cds	57292	58407	-	GPCFHD_00046	macA	macrolide transporter subunit MacA	COG:COG0845, COG:MV, GO:0005886, GO:0019898, GO:0022857, GO:0046677, GO:1990195, GO:1990961, RefSeq:WP_000746478.1, SO:0001217, UniParc:UPI00005EF82A, UniRef:UniRef100_E2QJ87, UniRef:UniRef50_P75830, UniRef:UniRef90_P75830
contig_1	cds	58522	59514	+	GPCFHD_00047	ybjX	Uncharacterized protein YbjX	COG:COG2990, COG:S, GO:0006974, KEGG:K09824, SO:0001217, UniParc:UPI00000DE93B, UniRef:UniRef100_A0A066T746, UniRef:UniRef50_P75829, UniRef:UniRef90_P75829
contig_1	cds	59511	61169	-	GPCFHD_00048	ybjD	Uncharacterized protein YbjD	GO:0000731, GO:0005524, GO:0006302, RefSeq:WP_000599809.1, SO:0001217, UniParc:UPI00005EF828, UniRef:UniRef100_A0A192ENT5, UniRef:UniRef50_P75828, UniRef:UniRef90_P75828
contig_1	cds	61595	62290	+	GPCFHD_00049	aqpZ	aquaporin Z	COG:COG0580, COG:G, GO:0005886, GO:0006833, GO:0006970, GO:0009992, GO:0015250, GO:0042802, RefSeq:WP_001298299.1, SO:0001217, UniParc:UPI0000125D2B, UniRef:UniRef100_P60845, UniRef:UniRef50_P60845, UniRef:UniRef90_P60845
contig_1	cds	62611	63510	+	GPCFHD_00050	lysO	L-lysine exporter LysO	BlastRules:WP_000491142, COG:COG2431, COG:E, GO:0005886, GO:0015661, GO:1903401, RefSeq:WP_000491135.1, SO:0001217, UniParc:UPI00000DE937, UniRef:UniRef100_A0A0D8W3B2, UniRef:UniRef50_P75826, UniRef:UniRef90_P75826
contig_1	cds	63654	65306	+	GPCFHD_00051	hcp	hydroxylamine reductase	COG:C, COG:COG1151, EC:1.7.99.1, GO:0005737, GO:0016661, GO:0046872, GO:0050418, GO:0051536, GO:0051537, RefSeq:WP_000458842.1, SO:0001217, UniParc:UPI0000DACDA4, UniRef:UniRef100_Q0TJH6, UniRef:UniRef50_Q8EH67, UniRef:UniRef90_Q8ZQE8
contig_1	cds	65318	66286	+	GPCFHD_00052	hcr	NADH oxidoreductase	COG:C, COG:COG1018, EC:1.-.-.-, EC:1.6.-.-, GO:0016491, GO:0016651, GO:0046872, GO:0050660, GO:0051536, GO:0051537, RefSeq:WP_000178690.1, SO:0001217, UniParc:UPI0001886FF4, UniRef:UniRef100_A0A0G9FRF2, UniRef:UniRef50_P75824, UniRef:UniRef90_P75824
contig_1	cds	66419	68137	+	GPCFHD_00053	poxB	ubiquinone-dependent pyruvate dehydrogenase	COG:COG0028, COG:EH, EC:1.2.5.1, GO:0000287, GO:0005829, GO:0005886, GO:0006090, GO:0008289, GO:0030976, GO:0032991, GO:0042802, GO:0042867, GO:0048039, GO:0050660, GO:0052737, KEGG:K00156, RefSeq:WP_000815372.1, SO:0001217, UniParc:UPI000191E6D0, UniRef:UniRef100_A0A0K6F8Y0, UniRef:UniRef50_P07003, UniRef:UniRef90_P07003
contig_1	cds	68174	69175	+	GPCFHD_00054	ltaE	low-specificity L-threonine aldolase	COG:COG2008, COG:E, EC:4.1.2.48, GO:0005829, GO:0006520, GO:0006545, GO:0006567, GO:0008732, GO:0016829, GO:0030170, GO:0042802, GO:0050179, KEGG:K01620, RefSeq:WP_001556872.1, SO:0001217, UniParc:UPI0002A464C2, UniRef:UniRef100_UPI0005AAA324, UniRef:UniRef50_P75823, UniRef:UniRef90_P75823
contig_1	cds	69186	70616	+	GPCFHD_00055	ybjT	Putative NAD(P)-binding protein YbjT	COG:COG0702, COG:R, GO:0005886, RefSeq:WP_001538505.1, SO:0001217, UniParc:UPI0002A1B159, UniRef:UniRef100_A0A7B5FUT9, UniRef:UniRef50_P75822, UniRef:UniRef90_P75822
contig_1	cds	70715	71728	+	GPCFHD_00056	ybjS	Uncharacterized protein YbjS	RefSeq:WP_001538504.1, SO:0001217, UniParc:UPI0002A1EC03, UniRef:UniRef100_A0A7B5FUT0, UniRef:UniRef50_P0DX23, UniRef:UniRef90_P75821
contig_1	cds	71725	72555	-	GPCFHD_00057	amiD	N-acetylmuramoyl-L-alanine amidase AmiD	BlastRules:WP_001252135, COG:COG3023, COG:M, EC:3.5.1.28, GO:0008270, GO:0008745, GO:0009253, GO:0009254, GO:0009279, GO:0009392, GO:0019867, GO:0071555, KEGG:K11066, RefSeq:WP_001255186.1, SO:0001217, UniParc:UPI00000DE930, UniRef:UniRef100_E2QIN3, UniRef:UniRef50_P75820, UniRef:UniRef90_P75820
contig_1	cds	72552	72875	-	GPCFHD_00058	ybjQ	UPF0145 protein YbjQ	COG:COG0393, COG:S, GO:0005886, RefSeq:WP_001160737.1, SO:0001217, UniParc:UPI000013A393, UniRef:UniRef100_A7ZJT5, UniRef:UniRef50_Q83LS2, UniRef:UniRef90_Q83LS2
contig_1	cds	73001	73516	+	GPCFHD_00059		lipoprotein	RefSeq:WP_001538503.1, SO:0001217, UniParc:UPI0002A3E011, UniRef:UniRef100_A0A377K953, UniRef:UniRef50_P75818, UniRef:UniRef90_A0A0K9TCM2
contig_1	cds	73734	74462	+	GPCFHD_00060	artP	arginine ABC transporter ATP-binding protein ArtP	COG:COG4161, COG:E, EC:7.4.2.1, GO:0003333, GO:0005524, GO:0005886, GO:0015424, GO:0016887, GO:0043190, RefSeq:WP_000027205.1, SO:0001217, UniParc:UPI00001260C3, UniRef:UniRef100_P0AAF8, UniRef:UniRef50_P45092, UniRef:UniRef90_P0AAF8
contig_1	cds	74480	75211	+	GPCFHD_00061	artI	arginine ABC transporter substrate-binding protein ArtI	COG:COG0834, COG:ET, GO:0015276, GO:0015424, GO:0016020, GO:0030288, GO:0042597, GO:0043190, GO:0055052, GO:0097638, RefSeq:WP_000756575.1, SO:0001217, UniParc:UPI00000E49C3, UniRef:UniRef100_A0A023KNQ0, UniRef:UniRef50_P30859, UniRef:UniRef90_P30859
contig_1	cds	75218	75934	+	GPCFHD_00062	artQ	arginine ABC transporter permease ArtQ	COG:COG4215, COG:E, EC:7.4.2.1, GO:0006865, GO:0016020, GO:0022857, GO:0043190, GO:0055085, GO:0071705, RefSeq:WP_001001692.1, SO:0001217, UniParc:UPI00005EF81E, UniRef:UniRef100_A0A0D8W3A4, UniRef:UniRef50_P0AE35, UniRef:UniRef90_P0AE35
contig_1	cds	75934	76602	+	GPCFHD_00063	artM	arginine ABC transporter permease ArtM	COG:COG4160, COG:E, EC:7.4.2.1, GO:0006865, GO:0016020, GO:0022857, GO:0043190, GO:0071705, KEGG:K09998, RefSeq:WP_000464491.1, SO:0001217, UniParc:UPI00001260C1, UniRef:UniRef100_P0AE32, UniRef:UniRef50_P0AE32, UniRef:UniRef90_P0AE32
contig_1	cds	76828	77559	+	GPCFHD_00064	artJ	ABC transporter substrate-binding protein ArtJ	BlastRules:WP_001295339, COG:COG0834, COG:ET, GO:0015276, GO:0016020, GO:0016597, GO:0030288, GO:0034618, GO:0042597, GO:0055052, GO:0097638, GO:1903826, RefSeq:WP_001467833.1, SO:0001217, UniParc:UPI000281D97D, UniRef:UniRef100_A0A2X1KX00, UniRef:UniRef50_P30860, UniRef:UniRef90_P30860
contig_1	cds	77588	78715	-	GPCFHD_00065	rlmC	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC	COG:COG2265, COG:J, EC:2.1.1.189, GO:0005506, GO:0008649, GO:0051539, GO:0070041, RefSeq:WP_001538502.1, SO:0001217, UniParc:UPI0002A3D77D, UniRef:UniRef100_A0A377K966, UniRef:UniRef50_Q8ZQJ5, UniRef:UniRef90_Q8X6Q5
contig_1	cds	78756	79244	-	GPCFHD_00066	ybjO	Inner membrane protein YbjO	GO:0005886, RefSeq:WP_000389260.1, SO:0001217, UniParc:UPI000013A391, UniRef:UniRef100_P0AAZ2, UniRef:UniRef50_P0AAZ2, UniRef:UniRef90_P0AAZ2
contig_1	cds	79304	80149	-	GPCFHD_00067	potI	putrescine ABC transporter permease PotI	COG:COG1177, COG:E, EC:7.6.2.-, GO:0005886, GO:0015847, GO:0016020, GO:0043190, GO:0055052, GO:0055085, RefSeq:WP_001061658.1, SO:0001217, UniParc:UPI0000131FA0, UniRef:UniRef100_P0AFL2, UniRef:UniRef50_P0AFL2, UniRef:UniRef90_P0AFL2
contig_1	cds	80146	81099	-	GPCFHD_00068	potH	putrescine ABC transporter permease PotH	COG:COG1176, COG:E, EC:7.6.2.-, GO:0005886, GO:0015847, GO:0016020, GO:0043190, GO:0055052, GO:0055085, RefSeq:WP_000105434.1, SO:0001217, UniParc:UPI00025517CE, UniRef:UniRef100_A0A2X1KBY4, UniRef:UniRef50_P31135, UniRef:UniRef90_P31135
contig_1	cds	81109	82242	-	GPCFHD_00069	potG	putrescine ABC transporter ATP-binding subunit PotG	COG:COG3842, COG:E, EC:7.6.2.-, EC:7.6.2.16, GO:0005524, GO:0015417, GO:0015594, GO:0015846, GO:0015847, GO:0016020, GO:0016887, GO:0022857, GO:0043190, GO:0055052, GO:0055085, RefSeq:WP_000996007.1, SO:0001217, UniParc:UPI00000D0B3A, UniRef:UniRef100_C3TH17, UniRef:UniRef50_P31134, UniRef:UniRef90_P31134
contig_1	cds	82337	83449	-	GPCFHD_00070	potF	spermidine/putrescine ABC transporter substrate-binding protein PotF	COG:COG0687, COG:E, EC:7.6.2.-, GO:0015846, GO:0015847, GO:0016020, GO:0019808, GO:0019810, GO:0030288, GO:0042597, GO:0055052, RefSeq:WP_001538501.1, SO:0001217, UniParc:UPI0002A37DD4, UniRef:UniRef100_A0A377K964, UniRef:UniRef50_P31133, UniRef:UniRef90_P31133
contig_1	cds	83799	84275	-	GPCFHD_00071	ybjN	Uncharacterized protein YbjN	GO:0009297, GO:0010212, GO:0030308, GO:1900232, GO:1902201, GO:1902209, RefSeq:WP_000203025.1, SO:0001217, UniParc:UPI00000480CD, UniRef:UniRef100_P0AAY8, UniRef:UniRef50_P0AAY8, UniRef:UniRef90_P0AAY8
contig_1	cds	84363	85265	-	GPCFHD_00072	rimK	30S ribosomal protein S6--L-glutamate ligase	COG:COG0189, COG:EHJQ, EC:6.3.2.-, GO:0005524, GO:0006412, GO:0018169, GO:0036211, GO:0046872, RefSeq:WP_001538500.1, SO:0001217, UniParc:UPI0002A2871F, UniRef:UniRef100_A0A330C2N1, UniRef:UniRef50_Q83S18, UniRef:UniRef90_Q83S18
contig_1	cds	85326	86048	-	GPCFHD_00073	nfsA	nitroreductase NfsA	BlastRules:WP_000189159, BlastRules:WP_012068493, COG:C, COG:COG0778, EC:1.-.-.-, EC:1.5.1.38, GO:0003955, GO:0005829, GO:0010181, GO:0016491, GO:0016657, GO:0034567, GO:0042803, RefSeq:WP_000189165.1, SO:0001217, UniParc:UPI00005E3087, UniRef:UniRef100_A0A066SYJ9, UniRef:UniRef50_P17117, UniRef:UniRef90_P17117
